time,zip,county,n_ev,n_bev,n_phev,m_ev,m_bev,m_phev
2019-07-31,98406,Pierce,102,72,30,77,33,47
2019-07-31,98407,Pierce,178,101,77,77,33,47
2019-07-31,98408,Pierce,55,31,24,77,33,47
2019-07-31,98409,Pierce,68,38,30,77,33,47
2019-07-31,98416,Pierce,,,,77,33,47
2019-07-31,98418,Pierce,29,12,17,77,33,47
2019-07-31,98421,Pierce,2,,2,77,33,47
2019-07-31,98422,Pierce,141,91,50,77,33,47
2019-07-31,98424,Pierce,26,12,14,77,33,47
2019-07-31,98430,Pierce,,,,77,33,47
2019-07-31,98433,Pierce,16,4,12,77,33,47
2019-07-31,98438,Pierce,,,,77,33,47
2019-07-31,98439,Pierce,3,3,,77,33,47
2019-07-31,98443,Pierce,20,11,9,77,33,47
2019-07-31,98444,Pierce,58,28,30,77,33,47
2019-07-31,98445,Pierce,61,30,31,77,33,47
2019-07-31,98446,Pierce,25,7,18,77,33,47
2019-07-31,98447,Pierce,,,,77,33,47
2019-07-31,98465,Pierce,39,23,16,77,33,47
2019-07-31,98466,Pierce,129,88,41,77,33,47
2019-07-31,98467,Pierce,91,49,42,77,33,47
2019-07-31,98498,Pierce,98,50,48,77,33,47
2019-07-31,98499,Pierce,74,33,41,77,33,47
2019-07-31,98501,Thurston,388,206,182,77,33,47
2019-07-31,98502,Thurston,268,168,100,77,33,47
2019-07-31,98503,Thurston,183,100,83,77,33,47
2019-07-31,98506,Thurston,164,91,73,77,33,47
2019-07-31,98512,Thurston,160,90,70,77,33,47
2019-07-31,98513,Thurston,152,95,57,77,33,47
2019-07-31,98516,Thurston,162,93,69,77,33,47
2019-07-31,98520,Grays Harbor,42,24,18,77,33,47
2019-07-31,98524,Mason,20,10,10,77,33,47
2019-07-31,98526,Grays Harbor,1,1,,77,33,47
2019-07-31,98527,Pacific,2,,2,77,33,47
2019-07-31,98528,Mason,44,22,22,77,33,47
2019-07-31,98530,Thurston,1,1,,77,33,47
2019-07-31,98531,Lewis,80,47,33,77,33,47
2019-07-31,98532,Lewis,60,33,27,77,33,47
2019-07-31,98533,Lewis,,,,77,33,47
2019-07-31,98535,Grays Harbor,1,1,,77,33,47
2019-07-31,98536,Grays Harbor,1,1,,77,33,47
2019-07-31,98537,Grays Harbor,4,1,3,77,33,47
2019-07-31,98538,Lewis,1,,1,77,33,47
2019-07-31,98541,Grays Harbor,21,13,8,77,33,47
2019-07-31,98542,Lewis,2,,2,77,33,47
2019-07-31,98544,Lewis,,,,77,33,47
2019-07-31,98546,Mason,24,12,12,77,33,47
2019-07-31,98547,Grays Harbor,1,,1,77,33,47
2019-07-31,98548,Mason,14,7,7,77,33,47
2019-07-31,98550,Grays Harbor,18,10,8,77,33,47
2019-07-31,98552,Grays Harbor,,,,77,33,47
2019-07-31,98555,Mason,2,1,1,77,33,47
2019-07-31,98557,Grays Harbor,7,3,4,77,33,47
2019-07-31,98558,Pierce,,,,77,33,47
2019-07-31,98559,Grays Harbor,,,,77,33,47
2019-07-31,98560,Mason,,,,77,33,47
2019-07-31,98562,Grays Harbor,1,,1,77,33,47
2019-07-31,98563,Grays Harbor,23,10,13,77,33,47
2019-07-31,98564,Lewis,6,3,3,77,33,47
2019-07-31,98565,Lewis,1,,1,77,33,47
2019-07-31,98568,Grays Harbor,6,3,3,77,33,47
2019-07-31,98569,Grays Harbor,29,15,14,77,33,47
2019-07-31,98570,Lewis,4,2,2,77,33,47
2019-07-31,98571,Grays Harbor,6,2,4,77,33,47
2019-07-31,98572,Lewis,,,,77,33,47
2019-07-31,98575,Grays Harbor,,,,77,33,47
2019-07-31,98576,Thurston,22,14,8,77,33,47
2019-07-31,98577,Pacific,9,2,7,77,33,47
2019-07-31,98579,Thurston,29,19,10,77,33,47
2019-07-31,98580,Pierce,49,31,18,77,33,47
2019-07-31,98581,Cowlitz,,,,77,33,47
2019-07-31,98582,Lewis,,,,77,33,47
2019-07-31,98583,Grays Harbor,,,,77,33,47
2019-07-31,98584,Mason,128,67,61,77,33,47
2019-07-31,98585,Lewis,5,1,4,77,33,47
2019-07-31,98586,Pacific,1,,1,77,33,47
2019-07-31,98587,Grays Harbor,,,,77,33,47
2019-07-31,98588,Mason,5,3,2,77,33,47
2019-07-31,98589,Thurston,28,17,11,77,33,47
2019-07-31,98590,Pacific,2,2,,77,33,47
2019-07-31,98591,Lewis,9,4,5,77,33,47
2019-07-31,98592,Mason,8,4,4,77,33,47
2019-07-31,98593,Lewis,,,,77,33,47
2019-07-31,98595,Grays Harbor,8,3,5,77,33,47
2019-07-31,98596,Lewis,13,6,7,77,33,47
2019-07-31,98597,Thurston,77,39,38,77,33,47
2019-07-31,98601,Clark,5,3,2,77,33,47
2019-07-31,98602,Klickitat,1,,1,77,33,47
2019-07-31,98603,Cowlitz,4,1,3,77,33,47
2019-07-31,98604,Clark,149,96,53,77,33,47
2019-07-31,98605,Klickitat,1,1,,77,33,47
2019-07-31,98606,Clark,77,52,25,77,33,47
2019-07-31,98607,Clark,331,224,107,77,33,47
2019-07-31,98610,Skamania,2,,2,77,33,47
2019-07-31,98611,Cowlitz,16,7,9,77,33,47
2019-07-31,98612,Wahkiakum,7,3,4,77,33,47
2019-07-31,98613,Klickitat,1,1,,77,33,47
2019-07-31,98614,Pacific,3,1,2,77,33,47
2019-07-31,98616,Cowlitz,,,,77,33,47
2019-07-31,98617,Klickitat,3,,3,77,33,47
2019-07-31,98619,Klickitat,3,1,2,77,33,47
2019-07-31,98620,Klickitat,8,4,4,77,33,47
2019-07-31,98621,Wahkiakum,,,,77,33,47
2019-07-31,98624,Pacific,9,5,4,77,33,47
2019-07-31,98625,Cowlitz,18,6,12,77,33,47
2019-07-31,98626,Cowlitz,44,27,17,77,33,47
2019-07-31,98628,Klickitat,,,,77,33,47
2019-07-31,98629,Clark,41,17,24,77,33,47
2019-07-31,98631,Pacific,15,10,5,77,33,47
2019-07-31,98632,Cowlitz,98,41,57,77,33,47
2019-07-31,98635,Klickitat,10,3,7,77,33,47
2019-07-31,98638,Pacific,,,,77,33,47
2019-07-31,98639,Skamania,3,2,1,77,33,47
2019-07-31,98640,Pacific,17,10,7,77,33,47
2019-07-31,98641,Pacific,,,,77,33,47
2019-07-31,98642,Clark,140,76,64,77,33,47
2019-07-31,98643,Wahkiakum,,,,77,33,47
2019-07-31,98644,Pacific,6,3,3,77,33,47
2019-07-31,98645,Cowlitz,6,5,1,77,33,47
2019-07-31,98647,Wahkiakum,,,,77,33,47
2019-07-31,98648,Skamania,19,14,5,77,33,47
2019-07-31,98649,Cowlitz,1,,1,77,33,47
2019-07-31,98650,Klickitat,9,6,3,77,33,47
2019-07-31,98651,Skamania,3,1,2,77,33,47
2019-07-31,98660,Clark,61,47,14,77,33,47
2019-07-31,98661,Clark,172,102,70,77,33,47
2019-07-31,98662,Clark,106,65,41,77,33,47
2019-07-31,98663,Clark,67,44,23,77,33,47
2019-07-31,98664,Clark,117,77,40,77,33,47
2019-07-31,98665,Clark,133,90,43,77,33,47
2019-07-31,98670,Klickitat,,,,77,33,47
2019-07-31,98671,Clark,152,91,61,77,33,47
2019-07-31,98672,Klickitat,35,24,11,77,33,47
2019-07-31,98673,Klickitat,,,,77,33,47
2019-07-31,98674,Cowlitz,41,30,11,77,33,47
2019-07-31,98675,Clark,10,7,3,77,33,47
2019-07-31,98682,Clark,250,136,114,77,33,47
2019-07-31,98683,Clark,190,113,77,77,33,47
2019-07-31,98684,Clark,131,76,55,77,33,47
2019-07-31,98685,Clark,201,143,58,77,33,47
2019-07-31,98686,Clark,121,82,39,77,33,47
2019-07-31,98801,Chelan,92,63,29,77,33,47
2019-07-31,98802,Douglas,64,37,27,77,33,47
2019-07-31,98811,Chelan,,,,77,33,47
2019-07-31,98812,Okanogan,2,1,1,77,33,47
2019-07-31,98813,Douglas,1,1,,77,33,47
2019-07-31,98814,Okanogan,4,1,3,77,33,47
2019-07-31,98815,Chelan,8,4,4,77,33,47
2019-07-31,98816,Chelan,27,20,7,77,33,47
2019-07-31,98817,Chelan,,,,77,33,47
2019-07-31,98819,Okanogan,,,,77,33,47
2019-07-31,98821,Chelan,,,,77,33,47
2019-07-31,98822,Chelan,5,3,2,77,33,47
2019-07-31,98823,Grant,11,5,6,77,33,47
2019-07-31,98824,Grant,,,,77,33,47
2019-07-31,98826,Chelan,58,41,17,77,33,47
2019-07-31,98827,Okanogan,,,,77,33,47
2019-07-31,98828,Chelan,6,5,1,77,33,47
2019-07-31,98829,Okanogan,,,,77,33,47
2019-07-31,98830,Douglas,1,1,,77,33,47
2019-07-31,98831,Chelan,11,10,1,77,33,47
2019-07-31,98832,Grant,,,,77,33,47
2019-07-31,98833,Okanogan,4,4,,77,33,47
2019-07-31,98834,Okanogan,3,1,2,77,33,47
2019-07-31,98836,Chelan,,,,77,33,47
2019-07-31,98837,Grant,58,21,37,77,33,47
2019-07-31,98840,Okanogan,4,3,1,77,33,47
2019-07-31,98841,Okanogan,3,,3,77,33,47
2019-07-31,98843,Douglas,16,11,5,77,33,47
2019-07-31,98844,Okanogan,,,,77,33,47
2019-07-31,98845,Douglas,1,1,,77,33,47
2019-07-31,98846,Okanogan,1,,1,77,33,47
2019-07-31,98847,Chelan,5,3,2,77,33,47
2019-07-31,98848,Grant,13,10,3,77,33,47
2019-07-31,98849,Okanogan,3,2,1,77,33,47
2019-07-31,98850,Douglas,3,1,2,77,33,47
2019-07-31,98851,Grant,5,1,4,77,33,47
2019-07-31,98852,Chelan,,,,77,33,47
2019-07-31,98853,Grant,,,,77,33,47
2019-07-31,98855,Okanogan,3,2,1,77,33,47
2019-07-31,98856,Okanogan,6,1,5,77,33,47
2019-07-31,98857,Grant,2,,2,77,33,47
2019-07-31,98858,Douglas,4,4,,77,33,47
2019-07-31,98859,Okanogan,,,,77,33,47
2019-07-31,98860,Grant,,,,77,33,47
2019-07-31,98862,Okanogan,12,6,6,77,33,47
2019-07-31,98901,Yakima,24,16,8,77,33,47
2019-07-31,98902,Yakima,52,22,30,77,33,47
2019-07-31,98903,Yakima,16,9,7,77,33,47
2019-07-31,98908,Yakima,66,32,34,77,33,47
2019-07-31,98921,Yakima,,,,77,33,47
2019-07-31,98922,Kittitas,36,24,12,77,33,47
2019-07-31,98923,Yakima,,,,77,33,47
2019-07-31,98925,Kittitas,6,4,2,77,33,47
2019-07-31,98926,Kittitas,54,33,21,77,33,47
2019-07-31,98929,Yakima,,,,77,33,47
2019-07-31,98930,Yakima,5,3,2,77,33,47
2019-07-31,98932,Yakima,,,,77,33,47
2019-07-31,98933,Yakima,,,,77,33,47
2019-07-31,98934,Kittitas,,,,77,33,47
2019-07-31,98935,Yakima,2,,2,77,33,47
2019-07-31,98936,Yakima,7,4,3,77,33,47
2019-07-31,98937,Yakima,1,,1,77,33,47
2019-07-31,98938,Yakima,2,2,,77,33,47
2019-07-31,98939,Yakima,,,,77,33,47
2019-07-31,98940,Kittitas,11,9,2,77,33,47
2019-07-31,98941,Kittitas,,,,77,33,47
2019-07-31,98942,Yakima,17,6,11,77,33,47
2019-07-31,98943,Kittitas,,,,77,33,47
2019-07-31,98944,Yakima,10,5,5,77,33,47
2019-07-31,98946,Kittitas,1,1,,77,33,47
2019-07-31,98947,Yakima,1,1,,77,33,47
2019-07-31,98948,Yakima,4,3,1,77,33,47
2019-07-31,98950,Kittitas,,,,77,33,47
2019-07-31,98951,Yakima,1,1,,77,33,47
2019-07-31,98952,Yakima,,,,77,33,47
2019-07-31,98953,Yakima,1,1,,77,33,47
2019-07-31,99001,Spokane,7,3,4,77,33,47
2019-07-31,99003,Spokane,7,3,4,77,33,47
2019-07-31,99004,Spokane,35,16,19,77,33,47
2019-07-31,99005,Spokane,23,11,12,77,33,47
2019-07-31,99006,Spokane,15,3,12,77,33,47
2019-07-31,99008,Lincoln,,,,77,33,47
2019-07-31,99009,Spokane,7,4,3,77,33,47
2019-07-31,99011,Spokane,1,,1,77,33,47
2019-07-31,99012,Spokane,,,,77,33,47
2019-07-31,99013,Stevens,2,,2,77,33,47
2019-07-31,99016,Spokane,29,18,11,77,33,47
2019-07-31,99017,Whitman,1,,1,77,33,47
2019-07-31,99018,Spokane,,,,77,33,47
2019-07-31,99019,Spokane,42,26,16,77,33,47
2019-07-31,99020,Spokane,,,,77,33,47
2019-07-31,99021,Spokane,17,6,11,77,33,47
2019-07-31,99022,Spokane,10,6,4,77,33,47
2019-07-31,99023,Spokane,7,3,4,77,33,47
2019-07-31,99025,Spokane,9,4,5,77,33,47
2019-07-31,99026,Stevens,28,20,8,77,33,47
2019-07-31,99027,Spokane,13,9,4,77,33,47
2019-07-31,99029,Lincoln,2,,2,77,33,47
2019-07-31,99030,Spokane,1,1,,77,33,47
2019-07-31,99031,Spokane,1,,1,77,33,47
2019-07-31,99032,Lincoln,1,,1,77,33,47
2019-07-31,99033,Whitman,,,,77,33,47
2019-07-31,99034,Stevens,,,,77,33,47
2019-07-31,99036,Spokane,4,2,2,77,33,47
2019-07-31,99037,Spokane,29,19,10,77,33,47
2019-07-31,99039,Spokane,,,,77,33,47
2019-07-31,99040,Stevens,,,,77,33,47
2019-07-31,99101,Stevens,1,1,,77,33,47
2019-07-31,99102,Whitman,1,,1,77,33,47
2019-07-31,99103,Lincoln,,,,77,33,47
2019-07-31,99105,Adams,,,,77,33,47
2019-07-31,99109,Stevens,5,2,3,77,33,47
2019-07-31,99110,Stevens,,,,77,33,47
2019-07-31,99111,Whitman,9,6,3,77,33,47
2019-07-31,99113,Whitman,2,,2,77,33,47
2019-07-31,99114,Stevens,18,8,10,77,33,47
2019-07-31,99115,Grant,4,3,1,77,33,47
2019-07-31,99116,Douglas,,,,77,33,47
2019-07-31,99117,Lincoln,1,1,,77,33,47
2019-07-31,99118,Ferry,2,1,1,77,33,47
2019-07-31,99119,Pend Oreille,,,,77,33,47
2019-07-31,99121,Ferry,,,,77,33,47
2019-07-31,99122,Lincoln,3,,3,77,33,47
2019-07-31,99123,Grant,,,,77,33,47
2019-07-31,99124,Okanogan,,,,77,33,47
2019-07-31,99125,Whitman,3,1,2,77,33,47
2019-07-31,99126,Stevens,3,,3,77,33,47
2019-07-31,99128,Whitman,,,,77,33,47
2019-07-31,99129,Stevens,,,,77,33,47
2019-07-31,99130,Whitman,2,1,1,77,33,47
2019-07-31,99131,Stevens,,,,77,33,47
2019-07-31,99133,Grant,3,,3,77,33,47
2019-07-31,99134,Lincoln,3,3,,77,33,47
2019-07-31,99135,Grant,,,,77,33,47
2019-07-31,99136,Whitman,,,,77,33,47
2019-07-31,99137,Stevens,,,,77,33,47
2019-07-31,99138,Ferry,,,,77,33,47
2019-07-31,99139,Pend Oreille,,,,77,33,47
2019-07-31,99140,Ferry,,,,77,33,47
2019-07-31,99141,Stevens,9,4,5,77,33,47
2019-07-31,99143,Whitman,,,,77,33,47
2019-07-31,99144,Lincoln,,,,77,33,47
2019-07-31,99146,Ferry,,,,77,33,47
2019-07-31,99147,Lincoln,,,,77,33,47
2019-07-31,99148,Stevens,4,,4,77,33,47
2019-07-31,99149,Whitman,,,,77,33,47
2019-07-31,99150,Ferry,,,,77,33,47
2019-07-31,99151,Stevens,,,,77,33,47
2019-07-31,99152,Pend Oreille,,,,77,33,47
2019-07-31,99153,Pend Oreille,,,,77,33,47
2019-07-31,99154,Lincoln,,,,77,33,47
2019-07-31,99155,Okanogan,,,,77,33,47
2019-07-31,99156,Pend Oreille,8,3,5,77,33,47
2019-07-31,99157,Stevens,,,,77,33,47
2019-07-31,99158,Whitman,,,,77,33,47
2019-07-31,99159,Lincoln,,,,77,33,47
2019-07-31,99160,Ferry,,,,77,33,47
2019-07-31,99161,Whitman,7,5,2,77,33,47
2019-07-31,99163,Whitman,53,22,31,77,33,47
2019-07-31,99164,Whitman,,,,77,33,47
2019-07-31,99166,Ferry,2,2,,77,33,47
2019-07-31,99167,Stevens,,,,77,33,47
2019-07-31,99169,Adams,4,2,2,77,33,47
2019-07-31,99170,Whitman,1,,1,77,33,47
2019-07-31,99171,Whitman,1,,1,77,33,47
2019-07-31,99173,Stevens,1,1,,77,33,47
2019-07-31,99174,Whitman,,,,77,33,47
2019-07-31,99176,Whitman,,,,77,33,47
2019-07-31,99179,Whitman,,,,77,33,47
2019-07-31,99180,Pend Oreille,1,1,,77,33,47
2019-07-31,99181,Stevens,1,,1,77,33,47
2019-07-31,99185,Lincoln,,,,77,33,47
2019-07-31,99201,Spokane,27,15,12,77,33,47
2019-07-31,99202,Spokane,26,16,10,77,33,47
2019-07-31,99203,Spokane,92,56,36,77,33,47
2019-07-31,99204,Spokane,21,14,7,77,33,47
2019-07-31,99205,Spokane,49,22,27,77,33,47
2019-07-31,99206,Spokane,54,31,23,77,33,47
2019-07-31,99207,Spokane,27,14,13,77,33,47
2019-07-31,99208,Spokane,112,63,49,77,33,47
2019-07-31,99212,Spokane,31,15,16,77,33,47
2019-07-31,99216,Spokane,32,21,11,77,33,47
2019-07-31,99217,Spokane,31,16,15,77,33,47
2019-07-31,99218,Spokane,16,7,9,77,33,47
2019-07-31,99223,Spokane,102,61,41,77,33,47
2019-07-31,99224,Spokane,59,34,25,77,33,47
2019-07-31,99301,Franklin,117,54,63,77,33,47
2019-07-31,99320,Benton,21,9,12,77,33,47
2019-07-31,99321,Grant,,,,77,33,47
2019-07-31,99322,Klickitat,,,,77,33,47
2019-07-31,99323,Walla Walla,2,,2,77,33,47
2019-07-31,99324,Walla Walla,18,7,11,77,33,47
2019-07-31,99326,Franklin,2,1,1,77,33,47
2019-07-31,99328,Columbia,4,2,2,77,33,47
2019-07-31,99329,Walla Walla,,,,77,33,47
2019-07-31,99330,Franklin,1,1,,77,33,47
2019-07-31,99333,Whitman,,,,77,33,47
2019-07-31,99335,Franklin,,,,77,33,47
2019-07-31,99336,Benton,72,30,42,77,33,47
2019-07-31,99337,Benton,73,38,35,77,33,47
2019-07-31,99338,Benton,75,38,37,77,33,47
2019-07-31,99341,Adams,,,,77,33,47
2019-07-31,99343,Franklin,2,,2,77,33,47
2019-07-31,99344,Adams,12,5,7,77,33,47
2019-07-31,99345,Benton,,,,77,33,47
2019-07-31,99346,Benton,,,,77,33,47
2019-07-31,99347,Garfield,2,1,1,77,33,47
2019-07-31,99348,Walla Walla,,,,77,33,47
2019-07-31,99349,Grant,6,1,5,77,33,47
2019-07-31,99350,Benton,7,3,4,77,33,47
2019-07-31,99352,Benton,121,60,61,77,33,47
2019-07-31,99353,Benton,48,28,20,77,33,47
2019-07-31,99354,Benton,94,44,50,77,33,47
2019-07-31,99356,Klickitat,,,,77,33,47
2019-07-31,99357,Grant,2,1,1,77,33,47
2019-07-31,99359,Columbia,,,,77,33,47
2019-07-31,99360,Walla Walla,1,1,,77,33,47
2019-07-31,99361,Walla Walla,3,2,1,77,33,47
2019-07-31,99362,Walla Walla,84,43,41,77,33,47
2019-07-31,99363,Walla Walla,,,,77,33,47
2019-07-31,99371,Adams,,,,77,33,47
2019-07-31,99401,Asotin,,,,77,33,47
2019-07-31,99402,Asotin,3,2,1,77,33,47
2019-07-31,99403,Asotin,14,7,7,77,33,47
2019-08-31,98001,King,167,80,87,76,32,47
2019-08-31,98002,King,76,44,32,76,32,47
2019-08-31,98003,King,122,72,50,76,32,47
2019-08-31,98004,King,900,726,174,76,32,47
2019-08-31,98005,King,414,321,93,76,32,47
2019-08-31,98006,King,839,677,162,76,32,47
2019-08-31,98007,King,379,310,69,76,32,47
2019-08-31,98008,King,506,405,101,76,32,47
2019-08-31,98010,King,47,27,20,76,32,47
2019-08-31,98011,King,413,286,127,76,32,47
2019-08-31,98012,Snohomish,744,545,199,76,32,47
2019-08-31,98014,King,124,85,39,76,32,47
2019-08-31,98019,King,183,128,55,76,32,47
2019-08-31,98020,Snohomish,286,209,77,76,32,47
2019-08-31,98021,Snohomish,430,338,92,76,32,47
2019-08-31,98022,King,89,33,56,76,32,47
2019-08-31,98023,King,209,118,91,76,32,47
2019-08-31,98024,King,241,174,67,76,32,47
2019-08-31,98026,Snohomish,345,245,100,76,32,47
2019-08-31,98027,King,542,400,142,76,32,47
2019-08-31,98028,King,354,266,88,76,32,47
2019-08-31,98029,King,521,425,96,76,32,47
2019-08-31,98030,King,6,4,2,76,32,47
2019-08-31,98031,King,284,169,115,76,32,47
2019-08-31,98032,King,156,99,57,76,32,47
2019-08-31,98033,King,952,754,198,76,32,47
2019-08-31,98034,King,705,565,140,76,32,47
2019-08-31,98036,Snohomish,336,243,93,76,32,47
2019-08-31,98037,Snohomish,154,109,45,76,32,47
2019-08-31,98038,King,293,178,115,76,32,47
2019-08-31,98039,King,130,106,24,76,32,47
2019-08-31,98040,King,843,662,181,76,32,47
2019-08-31,98042,King,270,158,112,76,32,47
2019-08-31,98043,Snohomish,114,75,39,76,32,47
2019-08-31,98045,King,188,121,67,76,32,47
2019-08-31,98047,King,19,15,4,76,32,47
2019-08-31,98050,King,1,1,,76,32,47
2019-08-31,98051,King,53,33,20,76,32,47
2019-08-31,98052,King,1426,1132,294,76,32,47
2019-08-31,98053,King,754,623,131,76,32,47
2019-08-31,98055,King,211,127,84,76,32,47
2019-08-31,98056,King,305,219,86,76,32,47
2019-08-31,98057,King,10,5,5,76,32,47
2019-08-31,98058,King,311,197,114,76,32,47
2019-08-31,98059,King,483,355,128,76,32,47
2019-08-31,98065,King,99,66,33,76,32,47
2019-08-31,98068,Kittitas,8,7,1,76,32,47
2019-08-31,98070,King,221,155,66,76,32,47
2019-08-31,98072,King,821,655,166,76,32,47
2019-08-31,98074,King,743,596,147,76,32,47
2019-08-31,98075,King,622,531,91,76,32,47
2019-08-31,98077,King,23,19,4,76,32,47
2019-08-31,98087,Snohomish,203,143,60,76,32,47
2019-08-31,98092,King,228,126,102,76,32,47
2019-08-31,98101,King,145,111,34,76,32,47
2019-08-31,98102,King,263,197,66,76,32,47
2019-08-31,98103,King,722,555,167,76,32,47
2019-08-31,98104,King,157,102,55,76,32,47
2019-08-31,98105,King,453,332,121,76,32,47
2019-08-31,98106,King,193,130,63,76,32,47
2019-08-31,98107,King,308,234,74,76,32,47
2019-08-31,98108,King,164,118,46,76,32,47
2019-08-31,98109,King,426,347,79,76,32,47
2019-08-31,98110,Kitsap,579,403,176,76,32,47
2019-08-31,98112,King,584,424,160,76,32,47
2019-08-31,98115,King,885,650,235,76,32,47
2019-08-31,98116,King,368,248,120,76,32,47
2019-08-31,98117,King,519,379,140,76,32,47
2019-08-31,98118,King,367,248,119,76,32,47
2019-08-31,98119,King,295,208,87,76,32,47
2019-08-31,98121,King,231,166,65,76,32,47
2019-08-31,98122,King,413,279,134,76,32,47
2019-08-31,98125,King,418,296,122,76,32,47
2019-08-31,98126,King,273,188,85,76,32,47
2019-08-31,98133,King,386,261,125,76,32,47
2019-08-31,98134,King,27,21,6,76,32,47
2019-08-31,98136,King,218,152,66,76,32,47
2019-08-31,98144,King,391,280,111,76,32,47
2019-08-31,98146,King,179,107,72,76,32,47
2019-08-31,98148,King,66,49,17,76,32,47
2019-08-31,98154,King,,,,76,32,47
2019-08-31,98155,King,392,285,107,76,32,47
2019-08-31,98158,King,1,,1,76,32,47
2019-08-31,98164,King,,,,76,32,47
2019-08-31,98166,King,210,139,71,76,32,47
2019-08-31,98168,King,139,81,58,76,32,47
2019-08-31,98174,King,,,,76,32,47
2019-08-31,98177,King,382,270,112,76,32,47
2019-08-31,98178,King,152,100,52,76,32,47
2019-08-31,98188,King,81,44,37,76,32,47
2019-08-31,98195,King,1,1,,76,32,47
2019-08-31,98198,King,99,60,39,76,32,47
2019-08-31,98199,King,374,277,97,76,32,47
2019-08-31,98201,Snohomish,104,65,39,76,32,47
2019-08-31,98203,Snohomish,152,97,55,76,32,47
2019-08-31,98204,Snohomish,106,67,39,76,32,47
2019-08-31,98205,Snohomish,,,,76,32,47
2019-08-31,98207,Snohomish,,,,76,32,47
2019-08-31,98208,Snohomish,283,181,102,76,32,47
2019-08-31,98220,Whatcom,2,1,1,76,32,47
2019-08-31,98221,Skagit,181,102,79,76,32,47
2019-08-31,98222,San Juan,,,,76,32,47
2019-08-31,98223,Snohomish,144,95,49,76,32,47
2019-08-31,98224,King,,,,76,32,47
2019-08-31,98225,Whatcom,305,217,88,76,32,47
2019-08-31,98226,Whatcom,292,191,101,76,32,47
2019-08-31,98229,Whatcom,280,188,92,76,32,47
2019-08-31,98230,Whatcom,112,68,44,76,32,47
2019-08-31,98232,Skagit,27,16,11,76,32,47
2019-08-31,98233,Skagit,40,25,15,76,32,47
2019-08-31,98235,Skagit,3,2,1,76,32,47
2019-08-31,98236,Island,61,37,24,76,32,47
2019-08-31,98237,Skagit,5,1,4,76,32,47
2019-08-31,98238,Skagit,,,,76,32,47
2019-08-31,98239,Island,70,40,30,76,32,47
2019-08-31,98240,Whatcom,8,7,1,76,32,47
2019-08-31,98241,Snohomish,3,2,1,76,32,47
2019-08-31,98243,San Juan,,,,76,32,47
2019-08-31,98244,Whatcom,14,13,1,76,32,47
2019-08-31,98245,San Juan,63,47,16,76,32,47
2019-08-31,98247,Whatcom,28,17,11,76,32,47
2019-08-31,98248,Whatcom,110,75,35,76,32,47
2019-08-31,98249,Island,56,38,18,76,32,47
2019-08-31,98250,San Juan,138,106,32,76,32,47
2019-08-31,98251,Snohomish,23,10,13,76,32,47
2019-08-31,98252,Snohomish,23,8,15,76,32,47
2019-08-31,98253,Island,27,13,14,76,32,47
2019-08-31,98255,Skagit,,,,76,32,47
2019-08-31,98256,Snohomish,,,,76,32,47
2019-08-31,98257,Skagit,24,12,12,76,32,47
2019-08-31,98258,Snohomish,253,153,100,76,32,47
2019-08-31,98260,Island,73,53,20,76,32,47
2019-08-31,98261,San Juan,44,32,12,76,32,47
2019-08-31,98262,Whatcom,15,11,4,76,32,47
2019-08-31,98263,Skagit,,,,76,32,47
2019-08-31,98264,Whatcom,59,41,18,76,32,47
2019-08-31,98266,Whatcom,13,8,5,76,32,47
2019-08-31,98267,Skagit,,,,76,32,47
2019-08-31,98270,Snohomish,161,83,78,76,32,47
2019-08-31,98271,Snohomish,104,60,44,76,32,47
2019-08-31,98272,Snohomish,168,115,53,76,32,47
2019-08-31,98273,Skagit,107,70,37,76,32,47
2019-08-31,98274,Skagit,83,47,36,76,32,47
2019-08-31,98275,Snohomish,226,160,66,76,32,47
2019-08-31,98276,Whatcom,4,4,,76,32,47
2019-08-31,98277,Island,138,63,75,76,32,47
2019-08-31,98278,Island,,,,76,32,47
2019-08-31,98279,San Juan,15,13,2,76,32,47
2019-08-31,98280,San Juan,,,,76,32,47
2019-08-31,98281,Whatcom,20,13,7,76,32,47
2019-08-31,98282,Island,143,88,55,76,32,47
2019-08-31,98283,Skagit,,,,76,32,47
2019-08-31,98284,Skagit,67,45,22,76,32,47
2019-08-31,98286,San Juan,1,1,,76,32,47
2019-08-31,98288,King,2,2,,76,32,47
2019-08-31,98290,Snohomish,254,172,82,76,32,47
2019-08-31,98292,Snohomish,101,66,35,76,32,47
2019-08-31,98294,Snohomish,26,15,11,76,32,47
2019-08-31,98295,Whatcom,3,1,2,76,32,47
2019-08-31,98296,Snohomish,263,187,76,76,32,47
2019-08-31,98297,San Juan,1,1,,76,32,47
2019-08-31,98303,Pierce,9,5,4,76,32,47
2019-08-31,98304,Pierce,3,2,1,76,32,47
2019-08-31,98305,Clallam,1,1,,76,32,47
2019-08-31,98310,Kitsap,76,45,31,76,32,47
2019-08-31,98311,Kitsap,91,54,37,76,32,47
2019-08-31,98312,Kitsap,147,81,66,76,32,47
2019-08-31,98314,Kitsap,,,,76,32,47
2019-08-31,98315,Kitsap,3,1,2,76,32,47
2019-08-31,98320,Jefferson,13,9,4,76,32,47
2019-08-31,98321,Pierce,57,27,30,76,32,47
2019-08-31,98323,Pierce,,,,76,32,47
