time,zip,county,n_ev,n_bev,n_phev,m_ev,m_bev,m_phev
2018-07-31,98370,Kitsap,148,100,48,65,30,38
2018-07-31,98371,Pierce,73,40,33,65,30,38
2018-07-31,98372,Pierce,73,41,32,65,30,38
2018-07-31,98373,Pierce,70,34,36,65,30,38
2018-07-31,98374,Pierce,149,86,63,65,30,38
2018-07-31,98375,Pierce,66,28,38,65,30,38
2018-07-31,98376,Jefferson,14,14,,65,30,38
2018-07-31,98377,Lewis,1,,1,65,30,38
2018-07-31,98380,Kitsap,26,13,13,65,30,38
2018-07-31,98381,Clallam,1,1,,65,30,38
2018-07-31,98382,Clallam,149,86,63,65,30,38
2018-07-31,98383,Kitsap,68,35,33,65,30,38
2018-07-31,98385,Pierce,2,2,,65,30,38
2018-07-31,98387,Pierce,78,46,32,65,30,38
2018-07-31,98388,Pierce,46,26,20,65,30,38
2018-07-31,98390,Pierce,32,21,11,65,30,38
2018-07-31,98391,Pierce,193,97,96,65,30,38
2018-07-31,98392,Kitsap,22,16,6,65,30,38
2018-07-31,98394,Pierce,8,2,6,65,30,38
2018-07-31,98396,Pierce,2,,2,65,30,38
2018-07-31,98402,Pierce,22,13,9,65,30,38
2018-07-31,98403,Pierce,40,25,15,65,30,38
2018-07-31,98404,Pierce,60,28,32,65,30,38
2018-07-31,98405,Pierce,68,43,25,65,30,38
2018-07-31,98406,Pierce,93,56,37,65,30,38
2018-07-31,98407,Pierce,122,68,54,65,30,38
2018-07-31,98408,Pierce,38,23,15,65,30,38
2018-07-31,98409,Pierce,24,15,9,65,30,38
2018-07-31,98416,Pierce,,,,65,30,38
2018-07-31,98418,Pierce,21,11,10,65,30,38
2018-07-31,98421,Pierce,,,,65,30,38
2018-07-31,98422,Pierce,93,49,44,65,30,38
2018-07-31,98424,Pierce,27,13,14,65,30,38
2018-07-31,98430,Pierce,,,,65,30,38
2018-07-31,98433,Pierce,24,7,17,65,30,38
2018-07-31,98438,Pierce,,,,65,30,38
2018-07-31,98439,Pierce,3,1,2,65,30,38
2018-07-31,98443,Pierce,24,17,7,65,30,38
2018-07-31,98444,Pierce,36,16,20,65,30,38
2018-07-31,98445,Pierce,52,26,26,65,30,38
2018-07-31,98446,Pierce,27,12,15,65,30,38
2018-07-31,98447,Pierce,1,1,,65,30,38
2018-07-31,98465,Pierce,25,11,14,65,30,38
2018-07-31,98466,Pierce,95,64,31,65,30,38
2018-07-31,98467,Pierce,68,31,37,65,30,38
2018-07-31,98498,Pierce,75,35,40,65,30,38
2018-07-31,98499,Pierce,57,30,27,65,30,38
2018-07-31,98501,Thurston,246,148,98,65,30,38
2018-07-31,98502,Thurston,197,117,80,65,30,38
2018-07-31,98503,Thurston,137,74,63,65,30,38
2018-07-31,98506,Thurston,114,65,49,65,30,38
2018-07-31,98512,Thurston,113,61,52,65,30,38
2018-07-31,98513,Thurston,108,59,49,65,30,38
2018-07-31,98516,Thurston,129,72,57,65,30,38
2018-07-31,98520,Grays Harbor,27,16,11,65,30,38
2018-07-31,98524,Mason,17,8,9,65,30,38
2018-07-31,98526,Grays Harbor,,,,65,30,38
2018-07-31,98527,Pacific,1,,1,65,30,38
2018-07-31,98528,Mason,28,14,14,65,30,38
2018-07-31,98530,Thurston,2,1,1,65,30,38
2018-07-31,98531,Lewis,70,48,22,65,30,38
2018-07-31,98532,Lewis,46,26,20,65,30,38
2018-07-31,98533,Lewis,2,,2,65,30,38
2018-07-31,98535,Grays Harbor,1,1,,65,30,38
2018-07-31,98536,Grays Harbor,,,,65,30,38
2018-07-31,98537,Grays Harbor,,,,65,30,38
2018-07-31,98538,Lewis,,,,65,30,38
2018-07-31,98541,Grays Harbor,19,7,12,65,30,38
2018-07-31,98542,Lewis,,,,65,30,38
2018-07-31,98544,Lewis,,,,65,30,38
2018-07-31,98546,Mason,17,9,8,65,30,38
2018-07-31,98547,Grays Harbor,1,,1,65,30,38
2018-07-31,98548,Mason,10,6,4,65,30,38
2018-07-31,98550,Grays Harbor,14,11,3,65,30,38
2018-07-31,98552,Grays Harbor,,,,65,30,38
2018-07-31,98555,Mason,3,2,1,65,30,38
2018-07-31,98557,Grays Harbor,6,,6,65,30,38
2018-07-31,98558,Pierce,,,,65,30,38
2018-07-31,98559,Grays Harbor,,,,65,30,38
2018-07-31,98560,Mason,,,,65,30,38
2018-07-31,98562,Grays Harbor,,,,65,30,38
2018-07-31,98563,Grays Harbor,18,8,10,65,30,38
2018-07-31,98564,Lewis,4,3,1,65,30,38
2018-07-31,98565,Lewis,,,,65,30,38
2018-07-31,98568,Grays Harbor,8,5,3,65,30,38
2018-07-31,98569,Grays Harbor,31,15,16,65,30,38
2018-07-31,98570,Lewis,3,1,2,65,30,38
2018-07-31,98571,Grays Harbor,4,1,3,65,30,38
2018-07-31,98572,Lewis,,,,65,30,38
2018-07-31,98575,Grays Harbor,,,,65,30,38
2018-07-31,98576,Thurston,18,15,3,65,30,38
2018-07-31,98577,Pacific,7,3,4,65,30,38
2018-07-31,98579,Thurston,22,12,10,65,30,38
2018-07-31,98580,Pierce,27,14,13,65,30,38
2018-07-31,98581,Cowlitz,,,,65,30,38
2018-07-31,98582,Lewis,,,,65,30,38
2018-07-31,98583,Grays Harbor,,,,65,30,38
2018-07-31,98584,Mason,101,54,47,65,30,38
2018-07-31,98585,Lewis,3,,3,65,30,38
2018-07-31,98586,Pacific,,,,65,30,38
2018-07-31,98587,Grays Harbor,,,,65,30,38
2018-07-31,98588,Mason,2,,2,65,30,38
2018-07-31,98589,Thurston,25,14,11,65,30,38
2018-07-31,98590,Pacific,3,3,,65,30,38
2018-07-31,98591,Lewis,6,3,3,65,30,38
2018-07-31,98592,Mason,9,5,4,65,30,38
2018-07-31,98593,Lewis,,,,65,30,38
2018-07-31,98595,Grays Harbor,5,2,3,65,30,38
2018-07-31,98596,Lewis,10,7,3,65,30,38
2018-07-31,98597,Thurston,65,30,35,65,30,38
2018-07-31,98601,Clark,5,3,2,65,30,38
2018-07-31,98602,Klickitat,,,,65,30,38
2018-07-31,98603,Cowlitz,4,1,3,65,30,38
2018-07-31,98604,Clark,121,75,46,65,30,38
2018-07-31,98605,Klickitat,1,1,,65,30,38
2018-07-31,98606,Clark,57,37,20,65,30,38
2018-07-31,98607,Clark,259,169,90,65,30,38
2018-07-31,98610,Skamania,2,,2,65,30,38
2018-07-31,98611,Cowlitz,10,3,7,65,30,38
2018-07-31,98612,Wahkiakum,3,2,1,65,30,38
2018-07-31,98613,Klickitat,2,1,1,65,30,38
2018-07-31,98614,Pacific,,,,65,30,38
2018-07-31,98616,Cowlitz,,,,65,30,38
2018-07-31,98617,Klickitat,4,1,3,65,30,38
2018-07-31,98619,Klickitat,3,1,2,65,30,38
2018-07-31,98620,Klickitat,6,1,5,65,30,38
2018-07-31,98621,Wahkiakum,1,,1,65,30,38
2018-07-31,98624,Pacific,4,3,1,65,30,38
2018-07-31,98625,Cowlitz,12,4,8,65,30,38
2018-07-31,98626,Cowlitz,29,13,16,65,30,38
2018-07-31,98628,Klickitat,,,,65,30,38
2018-07-31,98629,Clark,28,11,17,65,30,38
2018-07-31,98631,Pacific,7,4,3,65,30,38
2018-07-31,98632,Cowlitz,74,30,44,65,30,38
2018-07-31,98635,Klickitat,9,4,5,65,30,38
2018-07-31,98638,Pacific,1,1,,65,30,38
2018-07-31,98639,Skamania,1,1,,65,30,38
2018-07-31,98640,Pacific,21,13,8,65,30,38
2018-07-31,98641,Pacific,,,,65,30,38
2018-07-31,98642,Clark,95,48,47,65,30,38
2018-07-31,98643,Wahkiakum,,,,65,30,38
2018-07-31,98644,Pacific,2,1,1,65,30,38
2018-07-31,98645,Cowlitz,4,3,1,65,30,38
2018-07-31,98647,Wahkiakum,,,,65,30,38
2018-07-31,98648,Skamania,11,8,3,65,30,38
2018-07-31,98649,Cowlitz,1,,1,65,30,38
2018-07-31,98650,Klickitat,5,1,4,65,30,38
2018-07-31,98651,Skamania,3,2,1,65,30,38
2018-07-31,98660,Clark,47,30,17,65,30,38
2018-07-31,98661,Clark,137,73,64,65,30,38
2018-07-31,98662,Clark,74,43,31,65,30,38
2018-07-31,98663,Clark,50,35,15,65,30,38
2018-07-31,98664,Clark,97,58,39,65,30,38
2018-07-31,98665,Clark,106,72,34,65,30,38
2018-07-31,98670,Klickitat,,,,65,30,38
2018-07-31,98671,Clark,109,62,47,65,30,38
2018-07-31,98672,Klickitat,36,21,15,65,30,38
2018-07-31,98673,Klickitat,,,,65,30,38
2018-07-31,98674,Cowlitz,32,22,10,65,30,38
2018-07-31,98675,Clark,11,8,3,65,30,38
2018-07-31,98682,Clark,182,99,83,65,30,38
2018-07-31,98683,Clark,164,99,65,65,30,38
2018-07-31,98684,Clark,94,48,46,65,30,38
2018-07-31,98685,Clark,157,98,59,65,30,38
2018-07-31,98686,Clark,98,63,35,65,30,38
2018-07-31,98801,Chelan,69,49,20,65,30,38
2018-07-31,98802,Douglas,61,31,30,65,30,38
2018-07-31,98811,Chelan,,,,65,30,38
2018-07-31,98812,Okanogan,1,,1,65,30,38
2018-07-31,98813,Douglas,1,1,,65,30,38
2018-07-31,98814,Okanogan,2,,2,65,30,38
2018-07-31,98815,Chelan,8,4,4,65,30,38
2018-07-31,98816,Chelan,25,21,4,65,30,38
2018-07-31,98817,Chelan,,,,65,30,38
2018-07-31,98819,Okanogan,,,,65,30,38
2018-07-31,98821,Chelan,,,,65,30,38
2018-07-31,98822,Chelan,5,3,2,65,30,38
2018-07-31,98823,Grant,11,4,7,65,30,38
2018-07-31,98824,Grant,,,,65,30,38
2018-07-31,98826,Chelan,43,23,20,65,30,38
2018-07-31,98827,Okanogan,,,,65,30,38
2018-07-31,98828,Chelan,2,2,,65,30,38
2018-07-31,98829,Okanogan,,,,65,30,38
2018-07-31,98830,Douglas,1,1,,65,30,38
2018-07-31,98831,Chelan,6,6,,65,30,38
2018-07-31,98832,Grant,,,,65,30,38
2018-07-31,98833,Okanogan,3,2,1,65,30,38
2018-07-31,98834,Okanogan,3,1,2,65,30,38
2018-07-31,98836,Chelan,,,,65,30,38
2018-07-31,98837,Grant,47,16,31,65,30,38
2018-07-31,98840,Okanogan,3,2,1,65,30,38
2018-07-31,98841,Okanogan,5,2,3,65,30,38
2018-07-31,98843,Douglas,14,9,5,65,30,38
2018-07-31,98844,Okanogan,,,,65,30,38
2018-07-31,98845,Douglas,1,1,,65,30,38
2018-07-31,98846,Okanogan,1,,1,65,30,38
2018-07-31,98847,Chelan,4,3,1,65,30,38
2018-07-31,98848,Grant,4,3,1,65,30,38
2018-07-31,98849,Okanogan,2,,2,65,30,38
2018-07-31,98850,Douglas,2,1,1,65,30,38
2018-07-31,98851,Grant,6,1,5,65,30,38
2018-07-31,98852,Chelan,,,,65,30,38
2018-07-31,98853,Grant,,,,65,30,38
2018-07-31,98855,Okanogan,4,3,1,65,30,38
2018-07-31,98856,Okanogan,5,1,4,65,30,38
2018-07-31,98857,Grant,2,,2,65,30,38
2018-07-31,98858,Douglas,5,4,1,65,30,38
2018-07-31,98859,Okanogan,,,,65,30,38
2018-07-31,98860,Grant,,,,65,30,38
2018-07-31,98862,Okanogan,5,1,4,65,30,38
2018-07-31,98901,Yakima,25,14,11,65,30,38
2018-07-31,98902,Yakima,40,15,25,65,30,38
2018-07-31,98903,Yakima,13,7,6,65,30,38
2018-07-31,98908,Yakima,54,25,29,65,30,38
2018-07-31,98921,Yakima,,,,65,30,38
2018-07-31,98922,Kittitas,29,17,12,65,30,38
2018-07-31,98923,Yakima,,,,65,30,38
2018-07-31,98925,Kittitas,7,5,2,65,30,38
2018-07-31,98926,Kittitas,31,16,15,65,30,38
2018-07-31,98929,Yakima,,,,65,30,38
2018-07-31,98930,Yakima,2,1,1,65,30,38
2018-07-31,98932,Yakima,2,1,1,65,30,38
2018-07-31,98933,Yakima,,,,65,30,38
2018-07-31,98934,Kittitas,2,1,1,65,30,38
2018-07-31,98935,Yakima,1,,1,65,30,38
2018-07-31,98936,Yakima,5,1,4,65,30,38
2018-07-31,98937,Yakima,2,,2,65,30,38
2018-07-31,98938,Yakima,1,1,,65,30,38
2018-07-31,98939,Yakima,,,,65,30,38
2018-07-31,98940,Kittitas,9,7,2,65,30,38
2018-07-31,98941,Kittitas,,,,65,30,38
2018-07-31,98942,Yakima,16,8,8,65,30,38
2018-07-31,98943,Kittitas,,,,65,30,38
2018-07-31,98944,Yakima,9,2,7,65,30,38
2018-07-31,98946,Kittitas,1,,1,65,30,38
2018-07-31,98947,Yakima,,,,65,30,38
2018-07-31,98948,Yakima,6,4,2,65,30,38
2018-07-31,98950,Kittitas,,,,65,30,38
2018-07-31,98951,Yakima,1,1,,65,30,38
2018-07-31,98952,Yakima,,,,65,30,38
2018-07-31,98953,Yakima,2,2,,65,30,38
2018-07-31,99001,Spokane,6,2,4,65,30,38
2018-07-31,99003,Spokane,4,1,3,65,30,38
2018-07-31,99004,Spokane,31,13,18,65,30,38
2018-07-31,99005,Spokane,20,11,9,65,30,38
2018-07-31,99006,Spokane,15,3,12,65,30,38
2018-07-31,99008,Lincoln,3,1,2,65,30,38
2018-07-31,99009,Spokane,5,4,1,65,30,38
2018-07-31,99011,Spokane,1,,1,65,30,38
2018-07-31,99012,Spokane,1,,1,65,30,38
2018-07-31,99013,Stevens,2,1,1,65,30,38
2018-07-31,99016,Spokane,19,12,7,65,30,38
2018-07-31,99017,Whitman,1,,1,65,30,38
2018-07-31,99018,Spokane,,,,65,30,38
2018-07-31,99019,Spokane,31,17,14,65,30,38
2018-07-31,99020,Spokane,,,,65,30,38
2018-07-31,99021,Spokane,18,6,12,65,30,38
2018-07-31,99022,Spokane,11,4,7,65,30,38
2018-07-31,99023,Spokane,3,,3,65,30,38
2018-07-31,99025,Spokane,6,2,4,65,30,38
2018-07-31,99026,Stevens,20,14,6,65,30,38
2018-07-31,99027,Spokane,8,6,2,65,30,38
2018-07-31,99029,Lincoln,,,,65,30,38
2018-07-31,99030,Spokane,,,,65,30,38
2018-07-31,99031,Spokane,1,,1,65,30,38
2018-07-31,99032,Lincoln,,,,65,30,38
2018-07-31,99033,Whitman,1,,1,65,30,38
2018-07-31,99034,Stevens,,,,65,30,38
2018-07-31,99036,Spokane,,,,65,30,38
2018-07-31,99037,Spokane,17,7,10,65,30,38
2018-07-31,99039,Spokane,,,,65,30,38
2018-07-31,99040,Stevens,,,,65,30,38
2018-07-31,99101,Stevens,2,1,1,65,30,38
2018-07-31,99102,Whitman,1,,1,65,30,38
2018-07-31,99103,Lincoln,,,,65,30,38
2018-07-31,99105,Adams,,,,65,30,38
2018-07-31,99109,Stevens,2,1,1,65,30,38
2018-07-31,99110,Stevens,,,,65,30,38
2018-07-31,99111,Whitman,4,3,1,65,30,38
2018-07-31,99113,Whitman,2,,2,65,30,38
2018-07-31,99114,Stevens,14,5,9,65,30,38
2018-07-31,99115,Grant,4,4,,65,30,38
2018-07-31,99116,Douglas,,,,65,30,38
2018-07-31,99117,Lincoln,,,,65,30,38
2018-07-31,99118,Ferry,2,,2,65,30,38
2018-07-31,99119,Pend Oreille,,,,65,30,38
2018-07-31,99121,Ferry,,,,65,30,38
2018-07-31,99122,Lincoln,3,,3,65,30,38
2018-07-31,99123,Grant,,,,65,30,38
2018-07-31,99124,Okanogan,,,,65,30,38
2018-07-31,99125,Whitman,2,1,1,65,30,38
2018-07-31,99126,Stevens,3,,3,65,30,38
2018-07-31,99128,Whitman,,,,65,30,38
2018-07-31,99129,Stevens,,,,65,30,38
2018-07-31,99130,Whitman,,,,65,30,38
2018-07-31,99131,Stevens,,,,65,30,38
2018-07-31,99133,Grant,3,1,2,65,30,38
2018-07-31,99134,Lincoln,3,3,,65,30,38
2018-07-31,99135,Grant,,,,65,30,38
2018-07-31,99136,Whitman,,,,65,30,38
2018-07-31,99137,Stevens,,,,65,30,38
2018-07-31,99138,Ferry,,,,65,30,38
2018-07-31,99139,Pend Oreille,,,,65,30,38
2018-07-31,99140,Ferry,,,,65,30,38
2018-07-31,99141,Stevens,5,1,4,65,30,38
2018-07-31,99143,Whitman,,,,65,30,38
2018-07-31,99144,Lincoln,,,,65,30,38
2018-07-31,99146,Ferry,,,,65,30,38
2018-07-31,99147,Lincoln,,,,65,30,38
2018-07-31,99148,Stevens,3,,3,65,30,38
2018-07-31,99149,Whitman,,,,65,30,38
2018-07-31,99150,Ferry,,,,65,30,38
2018-07-31,99151,Stevens,,,,65,30,38
2018-07-31,99152,Pend Oreille,,,,65,30,38
2018-07-31,99153,Pend Oreille,,,,65,30,38
2018-07-31,99154,Lincoln,,,,65,30,38
2018-07-31,99155,Okanogan,,,,65,30,38
2018-07-31,99156,Pend Oreille,9,4,5,65,30,38
2018-07-31,99157,Stevens,,,,65,30,38
2018-07-31,99158,Whitman,,,,65,30,38
2018-07-31,99159,Lincoln,,,,65,30,38
2018-07-31,99160,Ferry,,,,65,30,38
2018-07-31,99161,Whitman,6,4,2,65,30,38
2018-07-31,99163,Whitman,34,12,22,65,30,38
2018-07-31,99164,Whitman,,,,65,30,38
2018-07-31,99166,Ferry,3,3,,65,30,38
2018-07-31,99167,Stevens,,,,65,30,38
2018-07-31,99169,Adams,4,2,2,65,30,38
2018-07-31,99170,Whitman,,,,65,30,38
2018-07-31,99171,Whitman,,,,65,30,38
2018-07-31,99173,Stevens,1,1,,65,30,38
2018-07-31,99174,Whitman,,,,65,30,38
2018-07-31,99176,Whitman,,,,65,30,38
2018-07-31,99179,Whitman,,,,65,30,38
2018-07-31,99180,Pend Oreille,1,1,,65,30,38
2018-07-31,99181,Stevens,,,,65,30,38
2018-07-31,99185,Lincoln,,,,65,30,38
2018-07-31,99201,Spokane,20,13,7,65,30,38
2018-07-31,99202,Spokane,21,13,8,65,30,38
2018-07-31,99203,Spokane,65,45,20,65,30,38
2018-07-31,99204,Spokane,17,10,7,65,30,38
2018-07-31,99205,Spokane,41,18,23,65,30,38
2018-07-31,99206,Spokane,40,24,16,65,30,38
2018-07-31,99207,Spokane,29,15,14,65,30,38
2018-07-31,99208,Spokane,70,34,36,65,30,38
2018-07-31,99212,Spokane,34,13,21,65,30,38
2018-07-31,99216,Spokane,23,13,10,65,30,38
2018-07-31,99217,Spokane,23,9,14,65,30,38
2018-07-31,99218,Spokane,10,3,7,65,30,38
2018-07-31,99223,Spokane,76,48,28,65,30,38
2018-07-31,99224,Spokane,45,26,19,65,30,38
2018-07-31,99301,Franklin,104,47,57,65,30,38
2018-07-31,99320,Benton,22,12,10,65,30,38
2018-07-31,99321,Grant,,,,65,30,38
2018-07-31,99322,Klickitat,,,,65,30,38
2018-07-31,99323,Walla Walla,2,,2,65,30,38
2018-07-31,99324,Walla Walla,13,5,8,65,30,38
2018-07-31,99326,Franklin,4,1,3,65,30,38
2018-07-31,99328,Columbia,4,2,2,65,30,38
2018-07-31,99329,Walla Walla,,,,65,30,38
2018-07-31,99330,Franklin,,,,65,30,38
2018-07-31,99333,Whitman,,,,65,30,38
2018-07-31,99335,Franklin,,,,65,30,38
2018-07-31,99336,Benton,66,29,37,65,30,38
2018-07-31,99337,Benton,58,30,28,65,30,38
2018-07-31,99338,Benton,51,23,28,65,30,38
2018-07-31,99341,Adams,,,,65,30,38
2018-07-31,99343,Franklin,2,,2,65,30,38
2018-07-31,99344,Adams,8,6,2,65,30,38
2018-07-31,99345,Benton,,,,65,30,38
2018-07-31,99346,Benton,,,,65,30,38
2018-07-31,99347,Garfield,2,1,1,65,30,38
2018-07-31,99348,Walla Walla,,,,65,30,38
2018-07-31,99349,Grant,7,1,6,65,30,38
2018-07-31,99350,Benton,4,1,3,65,30,38
2018-07-31,99352,Benton,105,60,45,65,30,38
2018-07-31,99353,Benton,39,23,16,65,30,38
2018-07-31,99354,Benton,74,30,44,65,30,38
2018-07-31,99356,Klickitat,,,,65,30,38
2018-07-31,99357,Grant,2,1,1,65,30,38
2018-07-31,99359,Columbia,,,,65,30,38
2018-07-31,99360,Walla Walla,1,,1,65,30,38
2018-07-31,99361,Walla Walla,3,2,1,65,30,38
2018-07-31,99362,Walla Walla,65,29,36,65,30,38
2018-07-31,99363,Walla Walla,,,,65,30,38
2018-07-31,99371,Adams,,,,65,30,38
2018-07-31,99401,Asotin,2,2,,65,30,38
2018-07-31,99402,Asotin,3,2,1,65,30,38
2018-07-31,99403,Asotin,16,8,8,65,30,38
2018-08-31,98001,King,138,64,74,66,30,39
2018-08-31,98002,King,59,33,26,66,30,39
2018-08-31,98003,King,107,47,60,66,30,39
2018-08-31,98004,King,696,532,164,66,30,39
2018-08-31,98005,King,329,242,87,66,30,39
2018-08-31,98006,King,632,488,144,66,30,39
2018-08-31,98007,King,264,211,53,66,30,39
2018-08-31,98008,King,423,319,104,66,30,39
2018-08-31,98010,King,38,21,17,66,30,39
2018-08-31,98011,King,300,200,100,66,30,39
2018-08-31,98012,Snohomish,610,440,170,66,30,39
2018-08-31,98014,King,101,67,34,66,30,39
2018-08-31,98019,King,139,94,45,66,30,39
2018-08-31,98020,Snohomish,212,147,65,66,30,39
2018-08-31,98021,Snohomish,312,228,84,66,30,39
2018-08-31,98022,King,62,19,43,66,30,39
2018-08-31,98023,King,171,93,78,66,30,39
2018-08-31,98024,King,206,144,62,66,30,39
2018-08-31,98026,Snohomish,248,173,75,66,30,39
2018-08-31,98027,King,411,274,137,66,30,39
2018-08-31,98028,King,274,198,76,66,30,39
2018-08-31,98029,King,404,312,92,66,30,39
2018-08-31,98030,King,6,5,1,66,30,39
2018-08-31,98031,King,199,113,86,66,30,39
2018-08-31,98032,King,122,63,59,66,30,39
2018-08-31,98033,King,732,572,160,66,30,39
2018-08-31,98034,King,515,391,124,66,30,39
2018-08-31,98036,Snohomish,235,157,78,66,30,39
2018-08-31,98037,Snohomish,118,74,44,66,30,39
2018-08-31,98038,King,221,128,93,66,30,39
2018-08-31,98039,King,99,79,20,66,30,39
2018-08-31,98040,King,675,507,168,66,30,39
2018-08-31,98042,King,245,137,108,66,30,39
2018-08-31,98043,Snohomish,89,57,32,66,30,39
2018-08-31,98045,King,129,84,45,66,30,39
2018-08-31,98047,King,14,9,5,66,30,39
2018-08-31,98050,King,,,,66,30,39
2018-08-31,98051,King,30,20,10,66,30,39
2018-08-31,98052,King,1134,882,252,66,30,39
2018-08-31,98053,King,553,446,107,66,30,39
2018-08-31,98055,King,179,86,93,66,30,39
2018-08-31,98056,King,246,164,82,66,30,39
2018-08-31,98057,King,8,3,5,66,30,39
2018-08-31,98058,King,233,140,93,66,30,39
2018-08-31,98059,King,380,258,122,66,30,39
2018-08-31,98065,King,83,51,32,66,30,39
2018-08-31,98068,Kittitas,4,4,,66,30,39
2018-08-31,98070,King,180,129,51,66,30,39
2018-08-31,98072,King,679,521,158,66,30,39
2018-08-31,98074,King,582,452,130,66,30,39
2018-08-31,98075,King,490,405,85,66,30,39
2018-08-31,98077,King,17,15,2,66,30,39
2018-08-31,98087,Snohomish,142,90,52,66,30,39
2018-08-31,98092,King,170,82,88,66,30,39
2018-08-31,98101,King,100,71,29,66,30,39
2018-08-31,98102,King,187,129,58,66,30,39
2018-08-31,98103,King,558,399,159,66,30,39
2018-08-31,98104,King,162,111,51,66,30,39
2018-08-31,98105,King,328,239,89,66,30,39
2018-08-31,98106,King,156,104,52,66,30,39
2018-08-31,98107,King,250,183,67,66,30,39
2018-08-31,98108,King,116,78,38,66,30,39
2018-08-31,98109,King,257,179,78,66,30,39
2018-08-31,98110,Kitsap,468,315,153,66,30,39
2018-08-31,98112,King,454,302,152,66,30,39
2018-08-31,98115,King,646,443,203,66,30,39
2018-08-31,98116,King,269,178,91,66,30,39
2018-08-31,98117,King,428,299,129,66,30,39
2018-08-31,98118,King,294,198,96,66,30,39
2018-08-31,98119,King,226,149,77,66,30,39
2018-08-31,98121,King,206,95,111,66,30,39
2018-08-31,98122,King,326,197,129,66,30,39
2018-08-31,98125,King,348,239,109,66,30,39
2018-08-31,98126,King,202,126,76,66,30,39
2018-08-31,98133,King,311,211,100,66,30,39
2018-08-31,98134,King,27,16,11,66,30,39
2018-08-31,98136,King,165,96,69,66,30,39
2018-08-31,98144,King,278,181,97,66,30,39
2018-08-31,98146,King,142,85,57,66,30,39
2018-08-31,98148,King,26,13,13,66,30,39
2018-08-31,98154,King,,,,66,30,39
2018-08-31,98155,King,315,225,90,66,30,39
2018-08-31,98158,King,2,,2,66,30,39
2018-08-31,98164,King,,,,66,30,39
2018-08-31,98166,King,161,108,53,66,30,39
2018-08-31,98168,King,103,54,49,66,30,39
2018-08-31,98174,King,,,,66,30,39
2018-08-31,98177,King,289,208,81,66,30,39
2018-08-31,98178,King,116,79,37,66,30,39
2018-08-31,98188,King,64,38,26,66,30,39
2018-08-31,98195,King,,,,66,30,39
2018-08-31,98198,King,79,39,40,66,30,39
2018-08-31,98199,King,290,187,103,66,30,39
2018-08-31,98201,Snohomish,87,50,37,66,30,39
2018-08-31,98203,Snohomish,138,90,48,66,30,39
2018-08-31,98204,Snohomish,73,45,28,66,30,39
2018-08-31,98205,Snohomish,,,,66,30,39
2018-08-31,98207,Snohomish,,,,66,30,39
2018-08-31,98208,Snohomish,230,141,89,66,30,39
2018-08-31,98220,Whatcom,2,1,1,66,30,39
2018-08-31,98221,Skagit,148,81,67,66,30,39
2018-08-31,98222,San Juan,,,,66,30,39
2018-08-31,98223,Snohomish,114,70,44,66,30,39
2018-08-31,98224,King,,,,66,30,39
2018-08-31,98225,Whatcom,234,165,69,66,30,39
2018-08-31,98226,Whatcom,232,144,88,66,30,39
2018-08-31,98229,Whatcom,211,148,63,66,30,39
2018-08-31,98230,Whatcom,83,52,31,66,30,39
2018-08-31,98232,Skagit,23,14,9,66,30,39
2018-08-31,98233,Skagit,37,19,18,66,30,39
2018-08-31,98235,Skagit,2,1,1,66,30,39
2018-08-31,98236,Island,53,30,23,66,30,39
2018-08-31,98237,Skagit,1,,1,66,30,39
2018-08-31,98238,Skagit,1,,1,66,30,39
2018-08-31,98239,Island,56,29,27,66,30,39
2018-08-31,98240,Whatcom,8,7,1,66,30,39
2018-08-31,98241,Snohomish,2,1,1,66,30,39
2018-08-31,98243,San Juan,,,,66,30,39
2018-08-31,98244,Whatcom,10,10,,66,30,39
2018-08-31,98245,San Juan,57,38,19,66,30,39
2018-08-31,98247,Whatcom,21,15,6,66,30,39
2018-08-31,98248,Whatcom,93,62,31,66,30,39
2018-08-31,98249,Island,42,23,19,66,30,39
2018-08-31,98250,San Juan,116,83,33,66,30,39
2018-08-31,98251,Snohomish,21,8,13,66,30,39
2018-08-31,98252,Snohomish,23,10,13,66,30,39
2018-08-31,98253,Island,20,7,13,66,30,39
2018-08-31,98255,Skagit,,,,66,30,39
2018-08-31,98256,Snohomish,,,,66,30,39
2018-08-31,98257,Skagit,23,8,15,66,30,39
2018-08-31,98258,Snohomish,221,130,91,66,30,39
2018-08-31,98260,Island,61,39,22,66,30,39
2018-08-31,98261,San Juan,40,23,17,66,30,39
2018-08-31,98262,Whatcom,13,9,4,66,30,39
2018-08-31,98263,Skagit,,,,66,30,39
2018-08-31,98264,Whatcom,43,25,18,66,30,39
2018-08-31,98266,Whatcom,7,4,3,66,30,39
2018-08-31,98267,Skagit,,,,66,30,39
2018-08-31,98270,Snohomish,127,69,58,66,30,39
2018-08-31,98271,Snohomish,83,46,37,66,30,39
2018-08-31,98272,Snohomish,130,90,40,66,30,39
2018-08-31,98273,Skagit,92,57,35,66,30,39
2018-08-31,98274,Skagit,75,45,30,66,30,39
2018-08-31,98275,Snohomish,184,122,62,66,30,39
2018-08-31,98276,Whatcom,2,2,,66,30,39
2018-08-31,98277,Island,93,35,58,66,30,39
2018-08-31,98278,Island,,,,66,30,39
2018-08-31,98279,San Juan,9,9,,66,30,39
2018-08-31,98280,San Juan,,,,66,30,39
