OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
20790836372539|53033032102|Census Tract 321.02|79709009|90596|G5020|S|20740836372539|53033032102|Census Tract 321.02|79042379|81287|G5020|S|79016755|81287
20790836372539|53033032102|Census Tract 321.02|79709009|90596|G5020|S|20740836372542|53033032104|Census Tract 321.04|22495351|0|G5020|S|187627|0
20790836372539|53033032102|Census Tract 321.02|79709009|90596|G5020|S|20740836372540|53033032210|Census Tract 322.10|41785789|17076|G5020|S|129000|9309
20790836372539|53033032102|Census Tract 321.02|79709009|90596|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|318923|0
20790836372568|53033032103|Census Tract 321.03|3987303|0|G5020|S|20740836372568|53033032103|Census Tract 321.03|4054487|0|G5020|S|3969546|0
20790836372568|53033032103|Census Tract 321.03|3987303|0|G5020|S|20740836372542|53033032104|Census Tract 321.04|22495351|0|G5020|S|17757|0
20790836372542|53033032104|Census Tract 321.04|22279675|0|G5020|S|20740836372542|53033032104|Census Tract 321.04|22495351|0|G5020|S|22279675|0
20790836372557|53033032207|Census Tract 322.07|4627754|1325468|G5020|S|20740836372557|53033032207|Census Tract 322.07|4574173|1009502|G5020|S|4573260|964626
20790836372557|53033032207|Census Tract 322.07|4627754|1325468|G5020|S|20740836372582|53033032208|Census Tract 322.08|10953653|1351246|G5020|S|54494|360842
20790836372541|53033032211|Census Tract 322.11|2975309|0|G5020|S|20740836372541|53033032211|Census Tract 322.11|2975309|0|G5020|S|2975309|0
207903716921677|53033032213|Census Tract 322.13|4042487|286842|G5020|S|207403716921677|53033032213|Census Tract 322.13|4137371|286842|G5020|S|4042487|286842
207903716921642|53033032215|Census Tract 322.15|15951833|10175|G5020|S|207403716921677|53033032213|Census Tract 322.13|4137371|286842|G5020|S|94884|0
207903716921642|53033032215|Census Tract 322.15|15951833|10175|G5020|S|207403716921678|53033032214|Census Tract 322.14|6762381|44579|G5020|S|29|0
207903716921642|53033032215|Census Tract 322.15|15951833|10175|G5020|S|207403716921642|53033032215|Census Tract 322.15|15930967|10175|G5020|S|15856920|10175
2079015673169023|53033032216|Census Tract 322.16|4324748|0|G5020|S|20740836372545|53033032203|Census Tract 322.03|10073236|3986780|G5020|S|4324748|0
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|20740836372479|53033023000|Census Tract 230|3328634|2584892|G5020|S|0|374467
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|20740836372480|53033023100|Census Tract 231|2529558|2564710|G5020|S|0|726303
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|207403716921533|53033023403|Census Tract 234.03|3323592|2029504|G5020|S|0|67467
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|207403716921513|53033023404|Census Tract 234.04|1841787|1645151|G5020|S|0|117834
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|20740836372545|53033032203|Census Tract 322.03|10073236|3986780|G5020|S|5743962|3812002
2079015673174703|53033032217|Census Tract 322.17|5744875|5098073|G5020|S|20740836372557|53033032207|Census Tract 322.07|4574173|1009502|G5020|S|913|0
2079015673170136|53033032218|Census Tract 322.18|4381829|28938|G5020|S|20740836372582|53033032208|Census Tract 322.08|10953653|1351246|G5020|S|4381829|28938
2079015673177903|53033032219|Census Tract 322.19|6523248|961466|G5020|S|207403716921513|53033023404|Census Tract 234.04|1841787|1645151|G5020|S|5918|0
2079015673177903|53033032219|Census Tract 322.19|6523248|961466|G5020|S|20740836372582|53033032208|Census Tract 322.08|10953653|1351246|G5020|S|6517330|961466
2079015673180028|53033032220|Census Tract 322.20|6091125|0|G5020|S|20740836372540|53033032210|Census Tract 322.10|41785789|17076|G5020|S|6091125|0
2079015673178650|53033032221|Census Tract 322.21|35573754|7767|G5020|S|20740836372540|53033032210|Census Tract 322.10|41785789|17076|G5020|S|35565664|7767
2079015673178650|53033032221|Census Tract 322.21|35573754|7767|G5020|S|207403716921642|53033032215|Census Tract 322.15|15930967|10175|G5020|S|8090|0
2079015673170277|53033032222|Census Tract 322.22|1281699|0|G5020|S|207403716921679|53033032212|Census Tract 322.12|3372493|42596|G5020|S|1281699|0
2079015673178679|53033032223|Census Tract 322.23|2090794|42596|G5020|S|207403716921679|53033032212|Census Tract 322.12|3372493|42596|G5020|S|2090794|42596
2079015673169723|53033032224|Census Tract 322.24|3018668|0|G5020|S|207403716921678|53033032214|Census Tract 322.14|6762381|44579|G5020|S|3018668|0
2079015673170225|53033032225|Census Tract 322.25|3809641|44579|G5020|S|207403716921678|53033032214|Census Tract 322.14|6762381|44579|G5020|S|3743684|44579
2079015673170225|53033032225|Census Tract 322.25|3809641|44579|G5020|S|207403716921642|53033032215|Census Tract 322.15|15930967|10175|G5020|S|65957|0
20790836372463|53033032307|Census Tract 323.07|11589621|234335|G5020|S|20740836372463|53033032307|Census Tract 323.07|11783729|234335|G5020|S|11491520|234335
20790836372463|53033032307|Census Tract 323.07|11589621|234335|G5020|S|20740836372535|53033032320|Census Tract 323.20|9582916|40422|G5020|S|91371|0
20790836372463|53033032307|Census Tract 323.07|11589621|234335|G5020|S|20740836372573|53033032322|Census Tract 323.22|4625062|0|G5020|S|6730|0
20790836372464|53033032311|Census Tract 323.11|23710057|92770|G5020|S|20740836372464|53033032311|Census Tract 323.11|23584793|92770|G5020|S|23463242|92770
20790836372464|53033032311|Census Tract 323.11|23710057|92770|G5020|S|207403716921507|53033032326|Census Tract 323.26|10460425|0|G5020|S|246815|0
20790836372543|53033032313|Census Tract 323.13|13092583|415255|G5020|S|20740836372513|53033032309|Census Tract 323.09|6163759|0|G5020|S|69441|0
20790836372543|53033032313|Census Tract 323.13|13092583|415255|G5020|S|20740836372543|53033032313|Census Tract 323.13|13030448|497592|G5020|S|13022755|415255
20790836372543|53033032313|Census Tract 323.13|13092583|415255|G5020|S|20740836372518|53033032316|Census Tract 323.16|6230968|2474533|G5020|S|387|0
20790836372459|53033032315|Census Tract 323.15|44513525|1359055|G5020|S|20740836372459|53033032315|Census Tract 323.15|44497099|1359055|G5020|S|44497099|1359055
20790836372459|53033032315|Census Tract 323.15|44513525|1359055|G5020|S|207403716921644|53033032329|Census Tract 323.29|9669024|0|G5020|S|16426|0
20790836372518|53033032316|Census Tract 323.16|6235320|2556870|G5020|S|20740836372545|53033032203|Census Tract 322.03|10073236|3986780|G5020|S|4526|0
20790836372518|53033032316|Census Tract 323.16|6235320|2556870|G5020|S|20740836372543|53033032313|Census Tract 323.13|13030448|497592|G5020|S|213|82337
20790836372518|53033032316|Census Tract 323.16|6235320|2556870|G5020|S|20740836372518|53033032316|Census Tract 323.16|6230968|2474533|G5020|S|6230581|2474533
20790836372457|53033032317|Census Tract 323.17|4393664|0|G5020|S|20740836372457|53033032317|Census Tract 323.17|4393664|0|G5020|S|4393664|0
20790836372519|53033032318|Census Tract 323.18|7326618|28260|G5020|S|20740836372519|53033032318|Census Tract 323.18|7326618|28260|G5020|S|7326618|28260
20790836372460|53033032319|Census Tract 323.19|6867974|0|G5020|S|20740836372472|53033021802|Census Tract 218.02|4918699|0|G5020|S|944|0
20790836372460|53033032319|Census Tract 323.19|6867974|0|G5020|S|20740836372461|53033021906|Census Tract 219.06|3835085|0|G5020|S|38679|0
20790836372460|53033032319|Census Tract 323.19|6867974|0|G5020|S|20740836372460|53033032319|Census Tract 323.19|6833901|0|G5020|S|6826684|0
20790836372460|53033032319|Census Tract 323.19|6867974|0|G5020|S|20740836372535|53033032320|Census Tract 323.20|9582916|40422|G5020|S|1667|0
20790836372535|53033032320|Census Tract 323.20|9661905|40422|G5020|S|20740836372463|53033032307|Census Tract 323.07|11783729|234335|G5020|S|214264|0
20790836372535|53033032320|Census Tract 323.20|9661905|40422|G5020|S|20740836372535|53033032320|Census Tract 323.20|9582916|40422|G5020|S|9447013|40422
20790836372535|53033032320|Census Tract 323.20|9661905|40422|G5020|S|20740922002223|53061051912|Census Tract 519.12|13271872|187053|G5020|S|628|0
20790836372574|53033032321|Census Tract 323.21|12781170|0|G5020|S|20740836372461|53033021906|Census Tract 219.06|3835085|0|G5020|S|12452|0
20790836372574|53033032321|Census Tract 323.21|12781170|0|G5020|S|20740836372535|53033032320|Census Tract 323.20|9582916|40422|G5020|S|42865|0
20790836372574|53033032321|Census Tract 323.21|12781170|0|G5020|S|20740836372574|53033032321|Census Tract 323.21|12672866|0|G5020|S|12651703|0
20790836372574|53033032321|Census Tract 323.21|12781170|0|G5020|S|20740836372573|53033032322|Census Tract 323.22|4625062|0|G5020|S|74150|0
20790836372573|53033032322|Census Tract 323.22|4628580|0|G5020|S|20740836372463|53033032307|Census Tract 323.07|11783729|234335|G5020|S|77945|0
20790836372573|53033032322|Census Tract 323.22|4628580|0|G5020|S|20740836372574|53033032321|Census Tract 323.21|12672866|0|G5020|S|6453|0
20790836372573|53033032322|Census Tract 323.22|4628580|0|G5020|S|20740836372573|53033032322|Census Tract 323.22|4625062|0|G5020|S|4544182|0
20790836372531|53033032323|Census Tract 323.23|3291835|0|G5020|S|20740836372531|53033032323|Census Tract 323.23|3291835|0|G5020|S|3291835|0
20790836372465|53033032324|Census Tract 323.24|2048589|0|G5020|S|20740836372465|53033032324|Census Tract 323.24|2048589|0|G5020|S|2048589|0
20790836372514|53033032325|Census Tract 323.25|2212937|0|G5020|S|20740836372514|53033032325|Census Tract 323.25|2212937|0|G5020|S|2212937|0
207903716921507|53033032326|Census Tract 323.26|10288287|0|G5020|S|20740836372464|53033032311|Census Tract 323.11|23584793|92770|G5020|S|74677|0
207903716921507|53033032326|Census Tract 323.26|10288287|0|G5020|S|207403716921507|53033032326|Census Tract 323.26|10460425|0|G5020|S|10213610|0
207903716921511|53033032327|Census Tract 323.27|16167035|114301|G5020|S|20740836372464|53033032311|Census Tract 323.11|23584793|92770|G5020|S|46874|0
207903716921511|53033032327|Census Tract 323.27|16167035|114301|G5020|S|207403716921511|53033032327|Census Tract 323.27|16120161|114301|G5020|S|16120161|114301
207903716921647|53033032328|Census Tract 323.28|8504236|0|G5020|S|207403716921647|53033032328|Census Tract 323.28|8504236|0|G5020|S|8504236|0
2079015673171006|53033032330|Census Tract 323.30|4649727|0|G5020|S|20740836372513|53033032309|Census Tract 323.09|6163759|0|G5020|S|4649727|0
2079015673169139|53033032331|Census Tract 323.31|1440138|0|G5020|S|20740836372513|53033032309|Census Tract 323.09|6163759|0|G5020|S|1440138|0
2079015673183373|53033032332|Census Tract 323.32|4774596|0|G5020|S|207403716921644|53033032329|Census Tract 323.29|9669024|0|G5020|S|4774596|0
2079015673171367|53033032333|Census Tract 323.33|4878002|0|G5020|S|207403716921644|53033032329|Census Tract 323.29|9669024|0|G5020|S|4878002|0
20790836372570|53033032401|Census Tract 324.01|56328122|1081012|G5020|S|20740836372570|53033032401|Census Tract 324.01|56075449|1081012|G5020|S|56074903|1081012
20790836372570|53033032401|Census Tract 324.01|56328122|1081012|G5020|S|20740836372548|53033032500|Census Tract 325|214233875|3913523|G5020|S|253219|0
20790836372571|53033032402|Census Tract 324.02|25143316|628419|G5020|S|20740836372570|53033032401|Census Tract 324.01|56075449|1081012|G5020|S|546|0
20790836372571|53033032402|Census Tract 324.02|25143316|628419|G5020|S|20740836372571|53033032402|Census Tract 324.02|25142770|628419|G5020|S|25142770|628419
20790836372548|53033032500|Census Tract 325|213738466|3896831|G5020|S|20740836372548|53033032500|Census Tract 325|214233875|3913523|G5020|S|213738466|3896092
20790836372548|53033032500|Census Tract 325|213738466|3896831|G5020|S|20740836372523|53033032601|Census Tract 326.01|61320377|1099845|G5020|S|0|739
20790836372523|53033032601|Census Tract 326.01|61227726|1116537|G5020|S|20740836372548|53033032500|Census Tract 325|214233875|3913523|G5020|S|0|17431
20790836372523|53033032601|Census Tract 326.01|61227726|1116537|G5020|S|20740836372523|53033032601|Census Tract 326.01|61320377|1099845|G5020|S|61210958|1099106
20790836372523|53033032601|Census Tract 326.01|61227726|1116537|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|16768|0
2079015673168609|53033032603|Census Tract 326.03|12385870|427271|G5020|S|20740836372523|53033032601|Census Tract 326.01|61320377|1099845|G5020|S|109419|0
2079015673168609|53033032603|Census Tract 326.03|12385870|427271|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|12276451|427129
2079015673168609|53033032603|Census Tract 326.03|12385870|427271|G5020|S|20740836372561|53033032800|Census Tract 328|1390417351|27387798|G5020|S|0|142
2079015673168899|53033032604|Census Tract 326.04|12971916|81082|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|12957577|81082
2079015673168899|53033032604|Census Tract 326.04|12971916|81082|G5020|S|20740836372546|53033032703|Census Tract 327.03|10277199|181212|G5020|S|14339|0
2079015673180047|53033032605|Census Tract 326.05|4530738|131898|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|4530738|131898
20790836372546|53033032703|Census Tract 327.03|9930977|181212|G5020|S|20740836372546|53033032703|Census Tract 327.03|10277199|181212|G5020|S|9930977|181212
20790836372547|53033032704|Census Tract 327.04|16775239|545880|G5020|S|20740836372547|53033032704|Census Tract 327.04|17086688|547452|G5020|S|16775239|545880
2079015673170613|53033032705|Census Tract 327.05|52619291|582390|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|96771|0
2079015673170613|53033032705|Census Tract 327.05|52619291|582390|G5020|S|20740836372560|53033032702|Census Tract 327.02|510748637|12497579|G5020|S|51929468|580818
2079015673170613|53033032705|Census Tract 327.05|52619291|582390|G5020|S|20740836372546|53033032703|Census Tract 327.03|10277199|181212|G5020|S|331883|0
2079015673170613|53033032705|Census Tract 327.05|52619291|582390|G5020|S|20740836372547|53033032704|Census Tract 327.04|17086688|547452|G5020|S|261169|1572
2079015673170055|53033032706|Census Tract 327.06|458845767|11916761|G5020|S|20740836372560|53033032702|Census Tract 327.02|510748637|12497579|G5020|S|458795487|11916761
2079015673170055|53033032706|Census Tract 327.06|458845767|11916761|G5020|S|20740836372547|53033032704|Census Tract 327.04|17086688|547452|G5020|S|50280|0
20790836372561|53033032800|Census Tract 328|1390641456|27389939|G5020|S|20740836372548|53033032500|Census Tract 325|214233875|3913523|G5020|S|242190|0
20790836372561|53033032800|Census Tract 328|1390641456|27389939|G5020|S|20740836372559|53033032602|Census Tract 326.02|30197228|642392|G5020|S|0|2283
20790836372561|53033032800|Census Tract 328|1390641456|27389939|G5020|S|20740836372561|53033032800|Census Tract 328|1390417351|27387798|G5020|S|1390399266|27387656
207903716921450|53033990100|Census Tract 9901|0|240227879|G5020|S|207403716921503|53033027701|Census Tract 277.01|44157315|9776015|G5020|S|0|214
207903716921450|53033990100|Census Tract 9901|0|240227879|G5020|S|207403716921450|53033990100|Census Tract 9901|0|240227665|G5020|S|0|240227665
20790908755852|53035080101|Census Tract 801.01|2222371|389458|G5020|S|20740908755852|53035080101|Census Tract 801.01|2222371|313853|G5020|S|2222371|312549
20790908755852|53035080101|Census Tract 801.01|2222371|389458|G5020|S|20740908755853|53035080102|Census Tract 801.02|2352097|304063|G5020|S|0|268
20790908755852|53035080101|Census Tract 801.01|2222371|389458|G5020|S|20740908755859|53035080600|Census Tract 806|2345282|874568|G5020|S|0|1595
20790908755852|53035080101|Census Tract 801.01|2222371|389458|G5020|S|20740908755881|53035091900|Census Tract 919|3957529|2248986|G5020|S|0|75046
20790908755853|53035080102|Census Tract 801.02|2352097|303795|G5020|S|20740908755853|53035080102|Census Tract 801.02|2352097|304063|G5020|S|2352097|303795
20790908755856|53035080200|Census Tract 802|2488267|0|G5020|S|20740908755856|53035080200|Census Tract 802|2488267|0|G5020|S|2488267|0
20790908755857|53035080300|Census Tract 803|1665513|210831|G5020|S|20740908755857|53035080300|Census Tract 803|1665513|210831|G5020|S|1665513|210831
20790908755858|53035080400|Census Tract 804|2880224|4201651|G5020|S|20740908755858|53035080400|Census Tract 804|2830701|3868164|G5020|S|2828641|3868164
20790908755858|53035080400|Census Tract 804|2880224|4201651|G5020|S|20740908755868|53035091800|Census Tract 918|6642355|1950854|G5020|S|51583|671
20790908755858|53035080400|Census Tract 804|2880224|4201651|G5020|S|20740908755887|53035092500|Census Tract 925|12153476|4294923|G5020|S|0|332816
20790908755870|53035080500|Census Tract 805|1037718|1499176|G5020|S|20740908755870|53035080500|Census Tract 805|1048292|1509876|G5020|S|1025543|1499170
20790908755870|53035080500|Census Tract 805|1037718|1499176|G5020|S|20740908755875|53035081400|Census Tract 814|1594025|2297009|G5020|S|12175|6
20790908755859|53035080600|Census Tract 806|2348816|880486|G5020|S|20740908755852|53035080101|Census Tract 801.01|2222371|313853|G5020|S|0|1304
20790908755859|53035080600|Census Tract 806|2348816|880486|G5020|S|20740908755870|53035080500|Census Tract 805|1048292|1509876|G5020|S|3591|6256
20790908755859|53035080600|Census Tract 806|2348816|880486|G5020|S|20740908755859|53035080600|Census Tract 806|2345282|874568|G5020|S|2345108|872926
20790908755859|53035080600|Census Tract 806|2348816|880486|G5020|S|20740908755860|53035080700|Census Tract 807|3825385|2750155|G5020|S|117|0
20790908755860|53035080700|Census Tract 807|3825442|2750202|G5020|S|20740908755859|53035080600|Census Tract 806|2345282|874568|G5020|S|174|47
20790908755860|53035080700|Census Tract 807|3825442|2750202|G5020|S|20740908755860|53035080700|Census Tract 807|3825385|2750155|G5020|S|3825268|2750155
20790908755899|53035080800|Census Tract 808|1137381|592890|G5020|S|20740908755899|53035080800|Census Tract 808|1056009|592890|G5020|S|1056009|592890
20790908755899|53035080800|Census Tract 808|1137381|592890|G5020|S|20740908755871|53035080900|Census Tract 809|13727271|932762|G5020|S|81372|0
20790908755871|53035080900|Census Tract 809|13486868|932762|G5020|S|20740908755871|53035080900|Census Tract 809|13727271|932762|G5020|S|13477860|932762
20790908755871|53035080900|Census Tract 809|13486868|932762|G5020|S|20740908755869|53035092000|Census Tract 920|189979730|13443486|G5020|S|9008|0
20790908755872|53035081000|Census Tract 810|3137288|1243123|G5020|S|20740908755872|53035081000|Census Tract 810|3140209|1117148|G5020|S|3133277|1117095
20790908755872|53035081000|Census Tract 810|3137288|1243123|G5020|S|20740908755875|53035081400|Census Tract 814|1594025|2297009|G5020|S|4011|115177
20790908755872|53035081000|Census Tract 810|3137288|1243123|G5020|S|20740908755885|53035092200|Census Tract 922|5518650|2205392|G5020|S|0|10851
20790908755873|53035081100|Census Tract 811|1441028|0|G5020|S|20740908755873|53035081100|Census Tract 811|1496010|0|G5020|S|1441028|0
20790908755874|53035081200|Census Tract 812|872122|0|G5020|S|20740908755874|53035081200|Census Tract 812|880627|0|G5020|S|872122|0
20790908755875|53035081400|Census Tract 814|1660484|1829481|G5020|S|20740908755870|53035080500|Census Tract 805|1048292|1509876|G5020|S|19158|0
20790908755875|53035081400|Census Tract 814|1660484|1829481|G5020|S|20740908755873|53035081100|Census Tract 811|1496010|0|G5020|S|54982|0
20790908755875|53035081400|Census Tract 814|1660484|1829481|G5020|S|20740908755874|53035081200|Census Tract 812|880627|0|G5020|S|8505|0
20790908755875|53035081400|Census Tract 814|1660484|1829481|G5020|S|20740908755875|53035081400|Census Tract 814|1594025|2297009|G5020|S|1577839|1829481
20790908755882|53035090101|Census Tract 901.01|46128023|11503686|G5020|S|20740908755882|53035090101|Census Tract 901.01|46128023|11503686|G5020|S|46128023|11503686
20790908755883|53035090102|Census Tract 901.02|48669522|8269399|G5020|S|20740908755883|53035090102|Census Tract 901.02|49675110|8269399|G5020|S|48657189|8269399
20790908755883|53035090102|Census Tract 901.02|48669522|8269399|G5020|S|20740908755897|53035940000|Census Tract 9400|12605804|3265087|G5020|S|12333|0
207903716959365|53035090201|Census Tract 902.01|15977025|2597499|G5020|S|207403716959365|53035090201|Census Tract 902.01|16525593|1938781|G5020|S|15977025|1938781
207903716959365|53035090201|Census Tract 902.01|15977025|2597499|G5020|S|207403716959362|53035090202|Census Tract 902.02|52223451|6279606|G5020|S|0|658718
207903716959362|53035090202|Census Tract 902.02|52225853|5620888|G5020|S|207403716959365|53035090201|Census Tract 902.01|16525593|1938781|G5020|S|2402|0
207903716959362|53035090202|Census Tract 902.02|52225853|5620888|G5020|S|207403716959362|53035090202|Census Tract 902.02|52223451|6279606|G5020|S|52223451|5620888
20790908755893|53035090300|Census Tract 903|28714543|2962518|G5020|S|20740908755893|53035090300|Census Tract 903|28771275|2962518|G5020|S|28714543|2962518
20790908755894|53035090400|Census Tract 904|23445392|620382|G5020|S|207403716959365|53035090201|Census Tract 902.01|16525593|1938781|G5020|S|546166|0
20790908755894|53035090400|Census Tract 904|23445392|620382|G5020|S|20740908755893|53035090300|Census Tract 903|28771275|2962518|G5020|S|46411|0
20790908755894|53035090400|Census Tract 904|23445392|620382|G5020|S|20740908755894|53035090400|Census Tract 904|22878756|617262|G5020|S|22852815|609370
20790908755894|53035090400|Census Tract 904|23445392|620382|G5020|S|207403716959366|53035090501|Census Tract 905.01|5790252|2324640|G5020|S|0|11012
207903716959366|53035090501|Census Tract 905.01|5790252|2322942|G5020|S|20740908755894|53035090400|Census Tract 904|22878756|617262|G5020|S|0|7892
207903716959366|53035090501|Census Tract 905.01|5790252|2322942|G5020|S|207403716959366|53035090501|Census Tract 905.01|5790252|2324640|G5020|S|5790252|2300339
207903716959366|53035090501|Census Tract 905.01|5790252|2322942|G5020|S|20740908755898|53035091100|Census Tract 911|19894610|9864857|G5020|S|0|14711
207903716959364|53035090502|Census Tract 905.02|7035974|0|G5020|S|207403716959364|53035090502|Census Tract 905.02|7035974|0|G5020|S|7035974|0
20790908755848|53035090700|Census Tract 907|16564017|5741681|G5020|S|20740908755848|53035090700|Census Tract 907|16564017|5741681|G5020|S|16564017|5741681
20790908755849|53035090800|Census Tract 908|18696127|8958856|G5020|S|20740908755849|53035090800|Census Tract 908|18696127|8958856|G5020|S|18696127|8958856
2079015682252609|53035090901|Census Tract 909.01|2403387|547506|G5020|S|20740908755850|53035090900|Census Tract 909|7642412|2847895|G5020|S|2403387|547506
2079015682252585|53035090902|Census Tract 909.02|5239025|2300389|G5020|S|20740908755850|53035090900|Census Tract 909|7642412|2847895|G5020|S|5239025|2300389
2079015682252565|53035091001|Census Tract 910.01|14194358|4925303|G5020|S|20740908755851|53035091000|Census Tract 910|28617772|11943082|G5020|S|14194358|4905076
2079015682252565|53035091001|Census Tract 910.01|14194358|4925303|G5020|S|20740908755888|53035092600|Census Tract 926|12010602|4576162|G5020|S|0|20227
2079015682252524|53035091002|Census Tract 910.02|14423414|6436711|G5020|S|20740908755851|53035091000|Census Tract 910|28617772|11943082|G5020|S|14423414|6436711
20790908755898|53035091100|Census Tract 911|19894610|9871009|G5020|S|207403716959366|53035090501|Census Tract 905.01|5790252|2324640|G5020|S|0|13289
20790908755898|53035091100|Census Tract 911|19894610|9871009|G5020|S|20740908755898|53035091100|Census Tract 911|19894610|9864857|G5020|S|19894610|9850146
20790908755898|53035091100|Census Tract 911|19894610|9871009|G5020|S|20740908755896|53035940100|Census Tract 9401|28135507|5393026|G5020|S|0|7574
20790908755879|53035091201|Census Tract 912.01|5792107|964311|G5020|S|20740908755879|53035091201|Census Tract 912.01|5792107|964311|G5020|S|5792107|964311
20790908755862|53035091204|Census Tract 912.04|3555844|1352266|G5020|S|20740908755862|53035091204|Census Tract 912.04|3575674|1352266|G5020|S|3555844|1352266
2079015682252499|53035091205|Census Tract 912.05|4218746|114181|G5020|S|20740908755880|53035091203|Census Tract 912.03|6119950|114181|G5020|S|4218746|114181
2079015682252539|53035091206|Census Tract 912.06|1921034|0|G5020|S|20740908755880|53035091203|Census Tract 912.03|6119950|114181|G5020|S|1901204|0
2079015682252539|53035091206|Census Tract 912.06|1921034|0|G5020|S|20740908755862|53035091204|Census Tract 912.04|3575674|1352266|G5020|S|19830|0
20790908755877|53035091301|Census Tract 913.01|35051853|4542751|G5020|S|20740908755877|53035091301|Census Tract 913.01|35051853|4542751|G5020|S|35051853|4542751
20790908755863|53035091302|Census Tract 913.02|34276059|3261226|G5020|S|20740908755893|53035090300|Census Tract 903|28771275|2962518|G5020|S|10321|0
20790908755863|53035091302|Census Tract 913.02|34276059|3261226|G5020|S|20740908755894|53035090400|Census Tract 904|22878756|617262|G5020|S|25941|0
20790908755863|53035091302|Census Tract 913.02|34276059|3261226|G5020|S|20740908755863|53035091302|Census Tract 913.02|34239797|3261226|G5020|S|34239797|3261226
20790908755864|53035091400|Census Tract 914|8212943|4790927|G5020|S|20740908755864|53035091400|Census Tract 914|8212943|4790927|G5020|S|8212943|4790927
20790908755865|53035091500|Census Tract 915|5085451|3345310|G5020|S|20740908755865|53035091500|Census Tract 915|5085451|3345310|G5020|S|5085451|3345310
20790908755866|53035091600|Census Tract 916|5059142|0|G5020|S|20740908755866|53035091600|Census Tract 916|5122359|8927|G5020|S|5059142|0
2079015682252518|53035091701|Census Tract 917.01|5319959|2789001|G5020|S|20740908755866|53035091600|Census Tract 916|5122359|8927|G5020|S|63217|8927
2079015682252518|53035091701|Census Tract 917.01|5319959|2789001|G5020|S|20740908755867|53035091700|Census Tract 917|7399245|2780074|G5020|S|5256742|2780074
2079015682252522|53035091702|Census Tract 917.02|2142503|0|G5020|S|20740908755867|53035091700|Census Tract 917|7399245|2780074|G5020|S|2142503|0
20790908755868|53035091800|Census Tract 918|6592832|1950183|G5020|S|20740908755858|53035080400|Census Tract 804|2830701|3868164|G5020|S|2060|0
20790908755868|53035091800|Census Tract 918|6592832|1950183|G5020|S|20740908755868|53035091800|Census Tract 918|6642355|1950854|G5020|S|6590772|1950183
20790908755881|53035091900|Census Tract 919|3957529|2173940|G5020|S|20740908755881|53035091900|Census Tract 919|3957529|2248986|G5020|S|3957529|2173940
20790908755869|53035092000|Census Tract 920|190106780|13443510|G5020|S|20740908755869|53035092000|Census Tract 920|189979730|13443486|G5020|S|189969906|13443486
20790908755869|53035092000|Census Tract 920|190106780|13443510|G5020|S|20740480370332|53045960300|Census Tract 9603|228296587|44744954|G5020|S|366|0
20790908755869|53035092000|Census Tract 920|190106780|13443510|G5020|S|20740480370320|53045960400|Census Tract 9604|120040023|22313550|G5020|S|136508|24
2079015682252495|53035092101|Census Tract 921.01|46834840|1221687|G5020|S|20740908755884|53035092100|Census Tract 921|69553123|2426210|G5020|S|46834840|1221687
2079015682252482|53035092102|Census Tract 921.02|22881165|1204523|G5020|S|20740908755871|53035080900|Census Tract 809|13727271|932762|G5020|S|168039|0
2079015682252482|53035092102|Census Tract 921.02|22881165|1204523|G5020|S|20740908755872|53035081000|Census Tract 810|3140209|1117148|G5020|S|6932|0
2079015682252482|53035092102|Census Tract 921.02|22881165|1204523|G5020|S|20740908755869|53035092000|Census Tract 920|189979730|13443486|G5020|S|816|0
2079015682252482|53035092102|Census Tract 921.02|22881165|1204523|G5020|S|20740908755884|53035092100|Census Tract 921|69553123|2426210|G5020|S|22705378|1204523
20790908755885|53035092200|Census Tract 922|5518650|2426413|G5020|S|20740908755872|53035081000|Census Tract 810|3140209|1117148|G5020|S|0|53
20790908755885|53035092200|Census Tract 922|5518650|2426413|G5020|S|20740908755875|53035081400|Census Tract 814|1594025|2297009|G5020|S|0|231819
20790908755885|53035092200|Census Tract 922|5518650|2426413|G5020|S|20740908755885|53035092200|Census Tract 922|5518650|2205392|G5020|S|5518650|2194541
