OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
2079015692406730|53025010904|Census Tract 109.04|10950816|5094900|G5020|S|207403693965627|53025010902|Census Tract 109.02|17156755|5213880|G5020|S|10950816|5094900
2079015692406665|53025011001|Census Tract 110.01|21672323|5511692|G5020|S|20740249604490|53025011000|Census Tract 110|95321695|5631055|G5020|S|21672323|5291912
2079015692406665|53025011001|Census Tract 110.01|21672323|5511692|G5020|S|20740249604520|53025011100|Census Tract 111|8400618|5566776|G5020|S|0|219780
2079015692406671|53025011002|Census Tract 110.02|77327401|338939|G5020|S|20740249604424|53025010200|Census Tract 102|1099277125|5309756|G5020|S|6677112|0
2079015692406671|53025011002|Census Tract 110.02|77327401|338939|G5020|S|20740249604490|53025011000|Census Tract 110|95321695|5631055|G5020|S|70650289|338939
2079015692406698|53025011101|Census Tract 111.01|5250062|3265149|G5020|S|20740249604490|53025011000|Census Tract 110|95321695|5631055|G5020|S|0|204
2079015692406698|53025011101|Census Tract 111.01|5250062|3265149|G5020|S|20740249604520|53025011100|Census Tract 111|8400618|5566776|G5020|S|5250062|3264945
2079015692406727|53025011102|Census Tract 111.02|3149368|2091255|G5020|S|207403693965627|53025010902|Census Tract 109.02|17156755|5213880|G5020|S|0|9420
2079015692406727|53025011102|Census Tract 111.02|3149368|2091255|G5020|S|20740249604520|53025011100|Census Tract 111|8400618|5566776|G5020|S|3149368|2081835
20790249604377|53025011200|Census Tract 112|568762063|7753537|G5020|S|20740249604352|53025010400|Census Tract 104|82370190|0|G5020|S|371|0
20790249604377|53025011200|Census Tract 112|568762063|7753537|G5020|S|20740249604520|53025011100|Census Tract 111|8400618|5566776|G5020|S|1188|216
20790249604377|53025011200|Census Tract 112|568762063|7753537|G5020|S|20740249604377|53025011200|Census Tract 112|568819345|7753321|G5020|S|568760504|7753321
20790249604623|53025011300|Census Tract 113|284874524|5315640|G5020|S|20740249604623|53025011300|Census Tract 113|284889883|5315640|G5020|S|284874524|5315640
207903693965695|53025011401|Census Tract 114.01|268128508|6842113|G5020|S|20740225757098|53001950300|Census Tract 9503|724736582|2617030|G5020|S|24881|2981
207903693965695|53025011401|Census Tract 114.01|268128508|6842113|G5020|S|20740249604404|53025010700|Census Tract 107|853667270|72978061|G5020|S|0|384
207903693965695|53025011401|Census Tract 114.01|268128508|6842113|G5020|S|207403693965695|53025011401|Census Tract 114.01|268103627|6838748|G5020|S|268103627|6838748
2079015692406662|53025011403|Census Tract 114.03|183101973|5701133|G5020|S|207403693965688|53025011402|Census Tract 114.02|1375506354|37881082|G5020|S|183101973|5701133
2079015692406702|53025011404|Census Tract 114.04|324686659|9633192|G5020|S|207403693965688|53025011402|Census Tract 114.02|1375506354|37881082|G5020|S|324686659|9633192
2079015692406658|53025011405|Census Tract 114.05|247511769|331636|G5020|S|20740225757098|53001950300|Census Tract 9503|724736582|2617030|G5020|S|5546|0
2079015692406658|53025011405|Census Tract 114.05|247511769|331636|G5020|S|207403693965688|53025011402|Census Tract 114.02|1375506354|37881082|G5020|S|247506223|331636
2079015692406735|53025011406|Census Tract 114.06|619992498|22220152|G5020|S|20740225757098|53001950300|Census Tract 9503|724736582|2617030|G5020|S|8876|0
2079015692406735|53025011406|Census Tract 114.06|619992498|22220152|G5020|S|20740228669088|53005011800|Census Tract 118|876681232|3233887|G5020|S|0|1035
2079015692406735|53025011406|Census Tract 114.06|619992498|22220152|G5020|S|20740228669337|53005012000|Census Tract 120|1140591685|26330359|G5020|S|0|29689
2079015692406735|53025011406|Census Tract 114.06|619992498|22220152|G5020|S|207403693965688|53025011402|Census Tract 114.02|1375506354|37881082|G5020|S|619983622|22189428
2079015482493481|53027000201|Census Tract 2.01|22410938|69521886|G5020|S|20740479425152|53027000200|Census Tract 2|317810726|100259286|G5020|S|22410938|69521886
2079015482493456|53027000202|Census Tract 2.02|295399788|30737400|G5020|S|20740479425152|53027000200|Census Tract 2|317810726|100259286|G5020|S|295399788|30737400
20790479425149|53027000300|Census Tract 3|1445792261|25938917|G5020|S|20740479425149|53027000300|Census Tract 3|1445793559|25904084|G5020|S|1445790335|25845759
20790479425149|53027000300|Census Tract 3|1445792261|25938917|G5020|S|20740479425155|53027000400|Census Tract 4|649734679|8978631|G5020|S|1926|92907
20790479425149|53027000300|Census Tract 3|1445792261|25938917|G5020|S|20740479425143|53027001100|Census Tract 11|5828709|55009|G5020|S|0|251
2079015482493447|53027000401|Census Tract 4.01|623255356|7366034|G5020|S|20740479425149|53027000300|Census Tract 3|1445793559|25904084|G5020|S|0|58325
2079015482493447|53027000401|Census Tract 4.01|623255356|7366034|G5020|S|20740479425155|53027000400|Census Tract 4|649734679|8978631|G5020|S|623213452|7307709
2079015482493447|53027000401|Census Tract 4.01|623255356|7366034|G5020|S|20740480370333|53045960100|Census Tract 9601|923366534|18548855|G5020|S|40307|0
2079015482493447|53027000401|Census Tract 4.01|623255356|7366034|G5020|S|20740480370322|53045960200|Census Tract 9602|588402310|47016983|G5020|S|1597|0
2079015482493458|53027000402|Census Tract 4.02|26012067|1567713|G5020|S|20740479425155|53027000400|Census Tract 4|649734679|8978631|G5020|S|26012067|1541273
2079015482493458|53027000402|Census Tract 4.02|26012067|1567713|G5020|S|20740479425148|53027000500|Census Tract 5|135170154|2035744|G5020|S|0|465
2079015482493458|53027000402|Census Tract 4.02|26012067|1567713|G5020|S|20740479425151|53027000700|Census Tract 7|980288471|4391056|G5020|S|0|25975
2079015482493460|53027000501|Census Tract 5.01|113158780|1983889|G5020|S|20740479425148|53027000500|Census Tract 5|135170154|2035744|G5020|S|113156507|1973226
2079015482493460|53027000501|Census Tract 5.01|113158780|1983889|G5020|S|20740479425151|53027000700|Census Tract 7|980288471|4391056|G5020|S|0|10663
2079015482493460|53027000501|Census Tract 5.01|113158780|1983889|G5020|S|20740480370322|53045960200|Census Tract 9602|588402310|47016983|G5020|S|2273|0
2079015482493469|53027000502|Census Tract 5.02|22013647|61129|G5020|S|20740479425148|53027000500|Census Tract 5|135170154|2035744|G5020|S|22013647|61129
20790479425150|53027000600|Census Tract 6|99153357|376260|G5020|S|20740479425150|53027000600|Census Tract 6|99205129|376260|G5020|S|99153203|376260
20790479425150|53027000600|Census Tract 6|99153357|376260|G5020|S|20740480370321|53045961300|Census Tract 9613|177366021|7784365|G5020|S|154|0
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|20740479425155|53027000400|Census Tract 4|649734679|8978631|G5020|S|0|25057
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|20740479425148|53027000500|Census Tract 5|135170154|2035744|G5020|S|0|924
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|20740479425151|53027000700|Census Tract 7|980288471|4391056|G5020|S|979770132|4354418
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|20740479425141|53027000900|Census Tract 9|23563190|3627700|G5020|S|35783|0
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|20740933800154|53041970100|Census Tract 9701|450091676|718011|G5020|S|5296|0
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|207401474054013|53049950200|Census Tract 9502|401889881|14800607|G5020|S|66281|0
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|207403716934565|53067012720|Census Tract 127.20|77694234|1479945|G5020|S|8471|1514
20790479425151|53027000700|Census Tract 7|979887278|4381913|G5020|S|207403716934499|53067012730|Census Tract 127.30|109695287|1074693|G5020|S|1315|0
20790479425140|53027000800|Census Tract 8|84202030|6619401|G5020|S|20740479425155|53027000400|Census Tract 4|649734679|8978631|G5020|S|0|5040
20790479425140|53027000800|Census Tract 8|84202030|6619401|G5020|S|20740479425140|53027000800|Census Tract 8|83987870|6614361|G5020|S|83987870|6614361
20790479425140|53027000800|Census Tract 8|84202030|6619401|G5020|S|20740479425142|53027001000|Census Tract 10|6302528|537527|G5020|S|214160|0
20790479425141|53027000900|Census Tract 9|23527407|3627700|G5020|S|20740479425141|53027000900|Census Tract 9|23563190|3627700|G5020|S|23527407|3627700
20790479425142|53027001000|Census Tract 10|6074459|508289|G5020|S|20740479425142|53027001000|Census Tract 10|6302528|537527|G5020|S|6074459|508289
20790479425143|53027001100|Census Tract 11|5563426|69994|G5020|S|20740479425142|53027001000|Census Tract 10|6302528|537527|G5020|S|0|15236
20790479425143|53027001100|Census Tract 11|5563426|69994|G5020|S|20740479425143|53027001100|Census Tract 11|5828709|55009|G5020|S|5563426|54758
20790479425147|53027001200|Census Tract 12|3614406|1343069|G5020|S|20740479425142|53027001000|Census Tract 10|6302528|537527|G5020|S|13909|14002
20790479425147|53027001200|Census Tract 12|3614406|1343069|G5020|S|20740479425147|53027001200|Census Tract 12|3600497|1329067|G5020|S|3600497|1329067
20790479425144|53027001300|Census Tract 13|41701694|5441342|G5020|S|20740479425143|53027001100|Census Tract 11|5828709|55009|G5020|S|265283|0
20790479425144|53027001300|Census Tract 13|41701694|5441342|G5020|S|20740479425144|53027001300|Census Tract 13|41436411|5417821|G5020|S|41436411|5417772
20790479425144|53027001300|Census Tract 13|41701694|5441342|G5020|S|20740479425145|53027001400|Census Tract 14|29029333|948592|G5020|S|0|22917
20790479425144|53027001300|Census Tract 13|41701694|5441342|G5020|S|20740479425146|53027001500|Census Tract 15|26460548|56978013|G5020|S|0|653
20790479425145|53027001400|Census Tract 14|29029333|925724|G5020|S|20740479425144|53027001300|Census Tract 13|41436411|5417821|G5020|S|0|49
20790479425145|53027001400|Census Tract 14|29029333|925724|G5020|S|20740479425145|53027001400|Census Tract 14|29029333|948592|G5020|S|29029333|925675
20790479425146|53027001500|Census Tract 15|26460548|56977360|G5020|S|20740479425146|53027001500|Census Tract 15|26460548|56978013|G5020|S|26460548|56977360
2079015482493464|53027001601|Census Tract 16.01|13358807|24148728|G5020|S|20740479425154|53027001600|Census Tract 16|294678204|80880302|G5020|S|13358807|24148728
2079015482493453|53027001602|Census Tract 16.02|281336234|56731574|G5020|S|20740479425154|53027001600|Census Tract 16|294678204|80880302|G5020|S|281318578|56731574
2079015482493453|53027001602|Census Tract 16.02|281336234|56731574|G5020|S|207401474054014|53049950300|Census Tract 9503|376816465|147472578|G5020|S|17656|0
207903716915610|53027940000|Census Tract 9400|782842526|42781602|G5020|S|207403716915610|53027940000|Census Tract 9400|782846159|42781602|G5020|S|782842526|42781602
207903716915542|53027990000|Census Tract 9900|0|493200678|G5020|S|207403716915542|53027990000|Census Tract 9900|0|493200678|G5020|S|0|493200678
20790485842331|53029970100|Census Tract 9701|26517420|8033108|G5020|S|20740485842331|53029970100|Census Tract 9701|26517420|8033108|G5020|S|26517420|8033108
20790485842373|53029970200|Census Tract 9702|18048387|3705620|G5020|S|20740485842373|53029970200|Census Tract 9702|18048387|3705620|G5020|S|18048387|3705620
20790485842418|53029970300|Census Tract 9703|46867289|14531395|G5020|S|20740485842418|53029970300|Census Tract 9703|46865189|14531395|G5020|S|46865189|14531395
20790485842418|53029970300|Census Tract 9703|46867289|14531395|G5020|S|20740485842596|53029970800|Census Tract 9708|1566890|0|G5020|S|2100|0
2079015500769817|53029970401|Census Tract 9704.01|7471536|148560|G5020|S|20740485842466|53029970400|Census Tract 9704|14530300|148560|G5020|S|7470545|148560
2079015500769817|53029970401|Census Tract 9704.01|7471536|148560|G5020|S|20740485842948|53029970602|Census Tract 9706.02|1977727|0|G5020|S|991|0
2079015500769705|53029970402|Census Tract 9704.02|7059755|0|G5020|S|20740485842466|53029970400|Census Tract 9704|14530300|148560|G5020|S|7059755|0
20790485842505|53029970500|Census Tract 9705|23101413|6075354|G5020|S|20740485842505|53029970500|Census Tract 9705|23101413|6075354|G5020|S|23101413|6075354
20790485842879|53029970601|Census Tract 9706.01|1627514|0|G5020|S|20740485842879|53029970601|Census Tract 9706.01|1627514|0|G5020|S|1627514|0
20790485842948|53029970602|Census Tract 9706.02|1976736|0|G5020|S|20740485842948|53029970602|Census Tract 9706.02|1977727|0|G5020|S|1976736|0
20790485842553|53029970700|Census Tract 9707|2051921|456686|G5020|S|20740485842553|53029970700|Census Tract 9707|2051921|456686|G5020|S|2051921|456686
20790485842596|53029970800|Census Tract 9708|1564790|0|G5020|S|20740485842596|53029970800|Census Tract 9708|1566890|0|G5020|S|1564790|0
20790485842638|53029970900|Census Tract 9709|11632465|6215642|G5020|S|20740485842638|53029970900|Census Tract 9709|11632465|6215642|G5020|S|11632465|6215642
20790485842106|53029971000|Census Tract 9710|35036935|14436598|G5020|S|20740485842106|53029971000|Census Tract 9710|34963155|14436598|G5020|S|34963155|14436598
20790485842106|53029971000|Census Tract 9710|35036935|14436598|G5020|S|20740485842236|53029971100|Census Tract 9711|45358287|18977893|G5020|S|73780|0
20790485842236|53029971100|Census Tract 9711|45284507|18977893|G5020|S|20740485842236|53029971100|Census Tract 9711|45358287|18977893|G5020|S|45284507|18977893
2079015500769717|53029971301|Census Tract 9713.01|24416246|12436640|G5020|S|20740485842279|53029971300|Census Tract 9713|55870994|26595851|G5020|S|24416246|12436640
2079015500769672|53029971302|Census Tract 9713.02|31454748|14159211|G5020|S|20740485842279|53029971300|Census Tract 9713|55870994|26595851|G5020|S|31454748|14159211
20790485841924|53029971400|Census Tract 9714|29085380|5825754|G5020|S|20740485841924|53029971400|Census Tract 9714|29097265|5825754|G5020|S|29085380|5825754
20790485841971|53029971500|Census Tract 9715|27621449|12843325|G5020|S|20740485841924|53029971400|Census Tract 9714|29097265|5825754|G5020|S|11885|0
20790485841971|53029971500|Census Tract 9715|27621449|12843325|G5020|S|20740485841971|53029971500|Census Tract 9715|27629683|12865406|G5020|S|27609564|12843325
20790485842013|53029971600|Census Tract 9716|20800371|4484250|G5020|S|20740485842013|53029971600|Census Tract 9716|20800371|4484250|G5020|S|20800371|4484250
20790485842054|53029971700|Census Tract 9717|25456586|20816332|G5020|S|20740485842054|53029971700|Census Tract 9717|25456586|20816332|G5020|S|25456586|20816332
20790485842685|53029971800|Census Tract 9718|21768150|13043959|G5020|S|20740485842685|53029971800|Census Tract 9718|21768150|13043959|G5020|S|21768150|13043959
20790485842729|53029971900|Census Tract 9719|51536986|13958557|G5020|S|20740485842729|53029971900|Census Tract 9719|51536098|13958557|G5020|S|51536098|13958557
20790485842729|53029971900|Census Tract 9719|51536986|13958557|G5020|S|20740485842788|53029972000|Census Tract 9720|47748257|13174654|G5020|S|888|0
20790485842788|53029972000|Census Tract 9720|47747369|13174654|G5020|S|20740485842788|53029972000|Census Tract 9720|47748257|13174654|G5020|S|47747369|13174654
20790485842833|53029972100|Census Tract 9721|31815960|18130753|G5020|S|20740485842833|53029972100|Census Tract 9721|31815960|18130753|G5020|S|31815960|18130753
207903716924688|53029992201|Census Tract 9922.01|0|598466505|G5020|S|207403716924688|53029992201|Census Tract 9922.01|0|598466505|G5020|S|0|598466505
20790479856738|53031950202|Census Tract 9502.02|251347240|80613719|G5020|S|20740479856738|53031950202|Census Tract 9502.02|251415119|80634022|G5020|S|251311723|80613719
20790479856738|53031950202|Census Tract 9502.02|251347240|80613719|G5020|S|20740479856736|53031950300|Census Tract 9503|207983366|79893686|G5020|S|25205|0
20790479856738|53031950202|Census Tract 9502.02|251347240|80613719|G5020|S|207403704924138|53031950702|Census Tract 9507.02|3995213812|187409645|G5020|S|10312|0
2079015484701393|53031950301|Census Tract 9503.01|168517385|40875654|G5020|S|20740479856738|53031950202|Census Tract 9502.02|251415119|80634022|G5020|S|36953|0
2079015484701393|53031950301|Census Tract 9503.01|168517385|40875654|G5020|S|20740479856736|53031950300|Census Tract 9503|207983366|79893686|G5020|S|168480432|40875654
2079015484701421|53031950302|Census Tract 9503.02|39477729|39018032|G5020|S|20740479856736|53031950300|Census Tract 9503|207983366|79893686|G5020|S|39477729|39018032
20790479856737|53031950400|Census Tract 9504|35034367|91740903|G5020|S|20740479856737|53031950400|Census Tract 9504|35034367|91740903|G5020|S|35034367|91740903
2079015484701384|53031950501|Census Tract 9505.01|133183777|29392293|G5020|S|20740479118086|53009002300|Census Tract 23|289855786|63712|G5020|S|6389|0
2079015484701384|53031950501|Census Tract 9505.01|133183777|29392293|G5020|S|20740479856735|53031950500|Census Tract 9505|160768892|256038150|G5020|S|133177388|29392293
2079015484701404|53031950502|Census Tract 9505.02|27589162|226645857|G5020|S|20740479856735|53031950500|Census Tract 9505|160768892|256038150|G5020|S|27589162|226645857
20790479856741|53031950602|Census Tract 9506.02|11224456|13264353|G5020|S|20740479856735|53031950500|Census Tract 9505|160768892|256038150|G5020|S|65|0
20790479856741|53031950602|Census Tract 9506.02|11224456|13264353|G5020|S|20740479856741|53031950602|Census Tract 9506.02|11224391|13264353|G5020|S|11224391|13264353
2079015484701427|53031950603|Census Tract 9506.03|4524989|1372503|G5020|S|20740479856739|53031950601|Census Tract 9506.01|10000334|23288134|G5020|S|4524989|1372503
2079015484701411|53031950604|Census Tract 9506.04|5475345|21915631|G5020|S|20740479856739|53031950601|Census Tract 9506.01|10000334|23288134|G5020|S|5475345|21915631
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|207403717924259|53009000400|Census Tract 4|1061324847|6248305|G5020|S|4041|0
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|20740479425149|53027000300|Census Tract 3|1445793559|25904084|G5020|S|3224|0
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|207403716915610|53027940000|Census Tract 9400|782846159|42781602|G5020|S|3633|0
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|20740479856738|53031950202|Census Tract 9502.02|251415119|80634022|G5020|S|0|19745
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|207403704924138|53031950702|Census Tract 9507.02|3995213812|187409645|G5020|S|3995020168|187394402
207903704924138|53031950702|Census Tract 9507.02|3995259377|187428286|G5020|S|20740480370333|53045960100|Census Tract 9601|923366534|18548855|G5020|S|228311|14139
207903704483185|53031990000|Census Tract 9900|0|262725270|G5020|S|207403704483185|53031990000|Census Tract 9900|0|262725270|G5020|S|0|262725270
2079015673172785|53033000101|Census Tract 1.01|414848|0|G5020|S|20740836372823|53033000100|Census Tract 1|1910229|918878|G5020|S|414848|0
2079015673172239|53033000102|Census Tract 1.02|1495019|918878|G5020|S|20740836372823|53033000100|Census Tract 1|1910229|918878|G5020|S|1495019|918878
2079015673172114|53033000201|Census Tract 2.01|1806749|0|G5020|S|20740836372822|53033000200|Census Tract 2|3286276|0|G5020|S|1806191|0
2079015673172114|53033000201|Census Tract 2.01|1806749|0|G5020|S|20740836372817|53033000600|Census Tract 6|3782763|55191|G5020|S|558|0
2079015673175683|53033000202|Census Tract 2.02|1480085|0|G5020|S|20740836372822|53033000200|Census Tract 2|3286276|0|G5020|S|1480085|0
20790836372821|53033000300|Census Tract 3|1211013|0|G5020|S|20740836372821|53033000300|Census Tract 3|1211013|0|G5020|S|1211013|0
20790836372819|53033000402|Census Tract 4.02|1798938|0|G5020|S|20740836372819|53033000402|Census Tract 4.02|1798938|0|G5020|S|1798938|0
2079019663641589|53033000403|Census Tract 4.03|669384|62871|G5020|S|20740836372820|53033000401|Census Tract 4.01|1268860|94412|G5020|S|669384|62871
2079019663644789|53033000404|Census Tract 4.04|599476|31541|G5020|S|20740836372820|53033000401|Census Tract 4.01|1268860|94412|G5020|S|599476|31541
20790836372818|53033000500|Census Tract 5|2898252|953717|G5020|S|20740836372818|53033000500|Census Tract 5|2895568|953717|G5020|S|2895381|953717
20790836372818|53033000500|Census Tract 5|2898252|953717|G5020|S|20740836372809|53033001400|Census Tract 14|2137295|211453|G5020|S|2871|0
2079015673170557|53033000601|Census Tract 6.01|1431268|0|G5020|S|20740836372817|53033000600|Census Tract 6|3782763|55191|G5020|S|1426628|0
2079015673170557|53033000601|Census Tract 6.01|1431268|0|G5020|S|20740836372816|53033000700|Census Tract 7|1294678|0|G5020|S|240|0
2079015673170557|53033000601|Census Tract 6.01|1431268|0|G5020|S|20740836372811|53033001200|Census Tract 12|1834066|0|G5020|S|4400|0
2079015673181706|53033000602|Census Tract 6.02|2355577|55191|G5020|S|20740836372817|53033000600|Census Tract 6|3782763|55191|G5020|S|2355577|55191
20790836372816|53033000700|Census Tract 7|1294438|0|G5020|S|20740836372816|53033000700|Census Tract 7|1294678|0|G5020|S|1294438|0
20790836372815|53033000800|Census Tract 8|1141931|0|G5020|S|20740836372823|53033000100|Census Tract 1|1910229|918878|G5020|S|362|0
20790836372815|53033000800|Census Tract 8|1141931|0|G5020|S|20740836372815|53033000800|Census Tract 8|1141569|0|G5020|S|1141569|0
20790836372814|53033000900|Census Tract 9|1004853|1849039|G5020|S|20740836372814|53033000900|Census Tract 9|1023577|1835271|G5020|S|1004419|1835271
20790836372814|53033000900|Census Tract 9|1004853|1849039|G5020|S|20740836372801|53033002200|Census Tract 22|2769474|1354290|G5020|S|434|13768
20790836372813|53033001000|Census Tract 10|954203|0|G5020|S|20740836372813|53033001000|Census Tract 10|954470|0|G5020|S|954203|0
20790836372812|53033001100|Census Tract 11|1060685|0|G5020|S|20740836372813|53033001000|Census Tract 10|954470|0|G5020|S|267|0
20790836372812|53033001100|Census Tract 11|1060685|0|G5020|S|20740836372812|53033001100|Census Tract 11|1060418|0|G5020|S|1060418|0
2079015673168827|53033001201|Census Tract 12.01|1008240|0|G5020|S|20740836372811|53033001200|Census Tract 12|1834066|0|G5020|S|1008240|0
2079015673173382|53033001202|Census Tract 12.02|821426|0|G5020|S|20740836372811|53033001200|Census Tract 12|1834066|0|G5020|S|821426|0
20790836372810|53033001300|Census Tract 13|1180877|0|G5020|S|20740836372810|53033001300|Census Tract 13|1183903|0|G5020|S|1180877|0
20790836372809|53033001400|Census Tract 14|2152767|213389|G5020|S|20740836372818|53033000500|Census Tract 5|2895568|953717|G5020|S|187|0
20790836372809|53033001400|Census Tract 14|2152767|213389|G5020|S|20740836372809|53033001400|Census Tract 14|2137295|211453|G5020|S|2134424|211453
20790836372809|53033001400|Census Tract 14|2152767|213389|G5020|S|20740836372807|53033001600|Census Tract 16|2041016|457683|G5020|S|18156|1936
20790836372808|53033001500|Census Tract 15|1167711|526885|G5020|S|20740836372808|53033001500|Census Tract 15|1170478|398484|G5020|S|1163395|391256
20790836372808|53033001500|Census Tract 15|1167711|526885|G5020|S|20740836372807|53033001600|Census Tract 16|2041016|457683|G5020|S|2502|135629
20790836372808|53033001500|Census Tract 15|1167711|526885|G5020|S|20740836372793|53033003100|Census Tract 31|2232860|465516|G5020|S|1814|0
20790836372807|53033001600|Census Tract 16|2020358|320118|G5020|S|20740836372807|53033001600|Census Tract 16|2041016|457683|G5020|S|2020358|320118
207903716921649|53033001701|Census Tract 17.01|892768|0|G5020|S|207403716921649|53033001701|Census Tract 17.01|892768|0|G5020|S|892768|0
207903716921452|53033001702|Census Tract 17.02|1280220|0|G5020|S|207403716921452|53033001702|Census Tract 17.02|1280220|0|G5020|S|1280220|0
20790836372805|53033001800|Census Tract 18|946085|0|G5020|S|20740836372810|53033001300|Census Tract 13|1183903|0|G5020|S|3026|0
20790836372805|53033001800|Census Tract 18|946085|0|G5020|S|20740836372805|53033001800|Census Tract 18|943059|0|G5020|S|943059|0
20790836372804|53033001900|Census Tract 19|1667272|0|G5020|S|20740836372804|53033001900|Census Tract 19|1663243|0|G5020|S|1663243|0
20790836372804|53033001900|Census Tract 19|1667272|0|G5020|S|20740836372797|53033002700|Census Tract 27|1597298|0|G5020|S|4029|0
20790836372803|53033002000|Census Tract 20|1103313|28680|G5020|S|20740836372803|53033002000|Census Tract 20|1103313|28680|G5020|S|1103313|28680
20790836372802|53033002100|Census Tract 21|1365468|0|G5020|S|20740836372802|53033002100|Census Tract 21|1365468|0|G5020|S|1365468|0
20790836372801|53033002200|Census Tract 22|2804076|1154953|G5020|S|20740836372814|53033000900|Census Tract 9|1023577|1835271|G5020|S|19158|0
20790836372801|53033002200|Census Tract 22|2804076|1154953|G5020|S|20740836372801|53033002200|Census Tract 22|2769474|1354290|G5020|S|2769040|1154953
20790836372801|53033002200|Census Tract 22|2804076|1154953|G5020|S|20740836372800|53033002400|Census Tract 24|978017|0|G5020|S|15489|0
20790836372801|53033002200|Census Tract 22|2804076|1154953|G5020|S|20740836372783|53033004000|Census Tract 40|2603922|3516391|G5020|S|389|0
20790836372800|53033002400|Census Tract 24|962528|0|G5020|S|20740836372800|53033002400|Census Tract 24|978017|0|G5020|S|962528|0
20790836372799|53033002500|Census Tract 25|984334|0|G5020|S|20740836372799|53033002500|Census Tract 25|984334|0|G5020|S|984334|0
20790836372798|53033002600|Census Tract 26|1216627|28175|G5020|S|20740836372798|53033002600|Census Tract 26|1216627|28175|G5020|S|1216627|28175
20790836372797|53033002700|Census Tract 27|1584847|0|G5020|S|20740836372797|53033002700|Census Tract 27|1597298|0|G5020|S|1584847|0
20790836372796|53033002800|Census Tract 28|988287|0|G5020|S|20740836372797|53033002700|Census Tract 27|1597298|0|G5020|S|8422|0
20790836372796|53033002800|Census Tract 28|988287|0|G5020|S|20740836372796|53033002800|Census Tract 28|979865|0|G5020|S|979865|0
20790836372795|53033002900|Census Tract 29|986209|0|G5020|S|20740836372795|53033002900|Census Tract 29|986209|0|G5020|S|986209|0
20790836372794|53033003000|Census Tract 30|1493249|0|G5020|S|20740836372794|53033003000|Census Tract 30|1493249|0|G5020|S|1493249|0
20790836372793|53033003100|Census Tract 31|2236733|472744|G5020|S|20740836372808|53033001500|Census Tract 15|1170478|398484|G5020|S|7083|7228
20790836372793|53033003100|Census Tract 31|2236733|472744|G5020|S|20740836372793|53033003100|Census Tract 31|2232860|465516|G5020|S|2229650|465516
2079015673172454|53033003201|Census Tract 32.01|1152079|1354300|G5020|S|20740836372793|53033003100|Census Tract 31|2232860|465516|G5020|S|1396|0
2079015673172454|53033003201|Census Tract 32.01|1152079|1354300|G5020|S|20740836372792|53033003200|Census Tract 32|2106699|1383119|G5020|S|1150683|1354300
2079015673174041|53033003202|Census Tract 32.02|956016|0|G5020|S|20740836372792|53033003200|Census Tract 32|2106699|1383119|G5020|S|956016|0
2079015673172368|53033003301|Census Tract 33.01|669207|0|G5020|S|20740836372791|53033003300|Census Tract 33|1296278|0|G5020|S|669207|0
2079015673175329|53033003302|Census Tract 33.02|627071|0|G5020|S|20740836372791|53033003300|Census Tract 33|1296278|0|G5020|S|627071|0
20790836372790|53033003400|Census Tract 34|787161|0|G5020|S|20740836372790|53033003400|Census Tract 34|787161|0|G5020|S|787161|0
20790836372789|53033003500|Census Tract 35|1284745|0|G5020|S|20740836372789|53033003500|Census Tract 35|1284745|0|G5020|S|1284745|0
2079015673183709|53033003601|Census Tract 36.01|674139|0|G5020|S|20740836372788|53033003600|Census Tract 36|1196465|0|G5020|S|674139|0
2079015673169550|53033003602|Census Tract 36.02|522326|0|G5020|S|20740836372788|53033003600|Census Tract 36|1196465|0|G5020|S|522326|0
20790836372785|53033003800|Census Tract 38|624606|0|G5020|S|20740836372785|53033003800|Census Tract 38|624606|0|G5020|S|624606|0
20790836372784|53033003900|Census Tract 39|973808|0|G5020|S|20740836372784|53033003900|Census Tract 39|973808|0|G5020|S|973808|0
20790836372783|53033004000|Census Tract 40|2574586|3232248|G5020|S|20740836372783|53033004000|Census Tract 40|2603922|3516391|G5020|S|2574586|3232248
2079015673177812|53033004101|Census Tract 41.01|1601973|3290570|G5020|S|20740836372782|53033004100|Census Tract 41|3263932|5317819|G5020|S|1601973|3290570
