census_tract_2020,census_tract_2010
53053072903,53053072903.0
53053072907,53053072907.0
53053072908,53053072905.0
53053072909,53053072906.0
53053073001,53053073001.0
53053073005,53053073005.0
53053073006,53053073006.0
53053073110,53053073110.0
53053073111,53053073111.0
53053073114,53053073114.0
53053073115,53053073115.0
53053073116,53053073116.0
53053073117,53053073117.0
53053073118,53053073118.0
53053073119,53053073119.0
53053073120,53053073120.0
53053073121,53053073121.0
53053073122,53053073122.0
53053073123,53053073123.0
53053073124,53053073124.0
53053073126,53053073126.0
53053073127,53053073108.0
53053073128,53053073108.0
53053073129,53053073113.0
53053073130,53053073113.0
53053073131,53053073125.0
53053073132,53053073125.0
53053073133,53053073125.0
53053073200,53053073200.0
53053073301,53053073301.0
53053073302,53053073302.0
53053073404,53053073404.0
53053073405,53053073405.0
53053073406,53053073406.0
53053073407,53053073407.0
53053073408,53053073408.0
53053073501,53053073500.0
53053073502,53053073500.0
53053940001,53053940001.0
53053940002,53053940002.0
53053940004,53053940004.0
53053940005,53053940005.0
53053940006,53053940006.0
53053940007,53053940007.0
53053940008,53053940008.0
53053940009,53053940009.0
53053940010,53053940010.0
53053940011,53053940011.0
53053940012,53053940003.0
53053940013,53053940003.0
53055960101,53055960100.0
53055960102,53055960100.0
53055960103,53055960100.0
53055960301,53055960300.0
53055960302,53055960300.0
53055960400,53055960400.0
53055960501,53055960500.0
53055960502,53055960500.0
53055990100,53055990100.0
53057940201,53057940200.0
53057940301,53057940300.0
53057940302,53057940300.0
53057940401,53057940400.0
53057940402,53057940400.0
53057940403,53057940400.0
53057940500,53057940500.0
53057940600,53057940600.0
53057940700,53057940700.0
53057940801,53057940800.0
53057940802,53057940800.0
53057950100,53057950100.0
53057950801,53057950800.0
53057950802,53057950800.0
53057950803,53057950800.0
53057950900,53057950900.0
53057951000,53057951000.0
53057951101,53057951100.0
53057951102,53057951100.0
53057951200,53057951200.0
53057951300,53057951300.0
53057951400,53057951400.0
53057951501,53057951500.0
53057951502,53057951500.0
53057951503,53057951500.0
53057951600,53057951600.0
53057951700,53057951700.0
53057951800,53057951800.0
53057951900,53057951900.0
53057952100,53057952100.0
53057952200,53057952200.0
53057952301,53057952301.0
53057952303,53057952302.0
53057952304,53057952302.0
53057952401,53057952401.0
53057952403,53057952402.0
53057952404,53057952402.0
53057952405,53057952402.0
53057952500,53057952500.0
53057952600,53057952600.0
53057952700,53057952700.0
53057990100,53057990100.0
53059950100,53059950100.0
53059950200,53059950200.0
53059950300,53059950300.0
53059950400,53059950400.0
53059950500,53059950500.0
53061040100,53061040100.0
53061040200,53061040200.0
53061040300,53061040300.0
53061040400,53061040400.0
53061040500,53061040500.0
53061040700,53061040700.0
53061040800,53061040800.0
53061040900,53061040900.0
53061041000,53061041000.0
53061041100,53061041100.0
53061041201,53061041201.0
53061041202,53061041202.0
53061041301,53061041301.0
53061041303,53061041303.0
53061041304,53061041304.0
53061041400,53061041400.0
53061041500,53061041500.0
53061041601,53061041601.0
53061041605,53061041605.0
53061041606,53061041606.0
53061041607,53061041607.0
53061041609,53061041608.0
53061041610,53061041608.0
53061041701,53061041701.0
53061041703,53061041703.0
53061041704,53061041704.0
53061041805,53061041805.0
53061041808,53061041808.0
53061041809,53061041809.0
53061041810,53061041810.0
53061041812,53061041812.0
53061041813,53061041806.0
53061041814,53061041806.0
53061041815,53061041811.0
53061041816,53061041811.0
53061041901,53061041901.0
53061041904,53061041904.0
53061041905,53061041905.0
53061041906,53061041903.0
53061041907,53061041903.0
53061042001,53061042001.0
53061042003,53061042003.0
53061042004,53061042004.0
53061042005,53061042005.0
53061042006,53061042006.0
53061050101,53061050101.0
53061050102,53061050102.0
53061050200,53061050200.0
53061050300,53061050300.0
53061050402,53061050402.0
53061050403,53061050401.0
53061050404,53061050401.0
53061050501,53061050500.0
53061050502,53061050500.0
53061050600,53061050600.0
53061050700,53061050700.0
53061050800,53061050800.0
53061050900,53061050900.0
53061051000,53061051000.0
53061051100,53061051100.0
53061051200,53061051200.0
53061051301,53061051300.0
53061051302,53061051300.0
53061051401,53061051400.0
53061051402,53061051400.0
53061051500,53061051500.0
53061051601,53061051601.0
53061051602,53061051602.0
53061051701,53061051701.0
53061051702,53061051702.0
53061051802,53061051802.0
53061051803,53061051803.0
53061051804,53061051804.0
53061051912,53061051912.0
53061051913,53061051913.0
53061051914,53061051914.0
53061051916,53061051916.0
53061051917,53061051917.0
53061051918,53061051918.0
53061051921,53061051921.0
53061051922,53061051922.0
53061051926,53061051926.0
53061051927,53061051927.0
53061051928,53061051928.0
53061051929,53061051905.0
53061051930,53061051905.0
53061051931,53061051915.0
53061051932,53061051915.0
53061051933,53061051923.0
53061051934,53061051923.0
53061051935,53061051924.0
53061051936,53061051924.0
53061051937,53061051925.0
53061051938,53061051925.0
53061052004,53061052004.0
53061052005,53061052005.0
53061052006,53061052006.0
53061052007,53061052007.0
53061052008,53061052003.0
53061052009,53061052003.0
53061052010,53061052003.0
53061052104,53061052104.0
53061052105,53061052105.0
53061052107,53061052107.0
53061052108,53061052108.0
53061052112,53061052112.0
53061052113,53061052113.0
53061052114,53061052114.0
53061052119,53061052115.0
53061052120,53061052115.0
53061052121,53061052118.0
53061052122,53061052118.0
53061052203,53061052203.0
53061052204,53061052204.0
53061052206,53061052206.0
53061052207,53061052207.0
53061052208,53061052208.0
53061052210,53061052209.0
53061052211,53061052209.0
53061052301,53061052301.0
53061052302,53061052302.0
53061052401,53061052401.0
53061052402,53061052402.0
53061052502,53061052502.0
53061052504,53061052504.0
53061052505,53061052503.0
53061052506,53061052503.0
53061052603,53061052603.0
53061052604,53061052604.0
53061052605,53061052605.0
53061052606,53061052606.0
53061052607,53061052607.0
53061052701,53061052701.0
53061052706,53061052706.0
53061052707,53061052707.0
53061052708,53061052708.0
53061052709,53061052709.0
53061052710,53061052705.0
53061052711,53061052705.0
53061052803,53061052803.0
53061052805,53061052805.0
53061052807,53061052804.0
53061052808,53061052804.0
53061052809,53061052806.0
53061052810,53061052806.0
53061052903,53061052903.0
53061052904,53061052904.0
53061052905,53061052905.0
53061052906,53061052906.0
53061053101,53061053101.0
53061053102,53061053102.0
53061053201,53061053201.0
53061053202,53061053202.0
53061053301,53061053301.0
53061053302,53061053302.0
53061053400,53061053400.0
53061053505,53061053505.0
53061053506,53061053506.0
53061053507,53061053507.0
53061053508,53061053508.0
53061053509,53061053509.0
53061053510,53061053504.0
53061053511,53061053504.0
53061053603,53061053603.0
53061053604,53061053604.0
53061053605,53061053602.0
53061053606,53061053602.0
53061053700,53061053700.0
53061053801,53061053801.0
53061053802,53061053802.0
53061053803,53061053803.0
53061940001,53061940001.0
53061940002,53061940002.0
53061990002,53061990002.0
53061990100,53061990100.0
53063000201,53063000200.0
53063000202,53063000200.0
53063000301,53063000300.0
53063000302,53063000300.0
53063000400,53063000400.0
53063000500,53063000500.0
53063000600,53063000600.0
53063000700,53063000700.0
53063000800,53063000800.0
53063000900,53063000900.0
53063001000,53063001000.0
53063001100,53063001100.0
53063001200,53063001200.0
53063001300,53063001300.0
53063001400,53063001400.0
53063001500,53063001500.0
53063001600,53063001600.0
53063001800,53063001800.0
53063001900,53063001900.0
53063002000,53063002000.0
53063002100,53063002100.0
53063002300,53063002300.0
53063002400,53063002400.0
53063002501,53063002500.0
53063002502,53063002500.0
53063002503,53063002500.0
53063002600,53063002600.0
53063002900,53063002900.0
53063003000,53063003000.0
53063003100,53063003100.0
53063003200,53063003200.0
53063003500,53063003500.0
53063003601,53063003600.0
53063003602,53063003600.0
53063003800,53063003800.0
53063003900,53063003900.0
53063004001,53063004000.0
53063004002,53063004000.0
53063004100,53063004100.0
53063004200,53063004200.0
53063004300,53063004300.0
53063004400,53063004400.0
53063004500,53063004500.0
53063004601,53063004601.0
53063004602,53063004602.0
53063004701,53063004700.0
53063004702,53063004700.0
53063004800,53063004800.0
53063004900,53063004900.0
53063005000,53063005000.0
53063010101,53063010100.0
53063010102,53063010100.0
53063010201,53063010201.0
53063010203,53063010202.0
53063010204,53063010202.0
53063010301,53063010301.0
53063010303,53063010303.0
53063010304,53063010304.0
53063010305,53063010305.0
53063010401,53063010401.0
53063010403,53063010402.0
53063010404,53063010402.0
53063010504,53063010504.0
53063010505,53063010501.0
53063010506,53063010501.0
53063010507,53063010503.0
53063010508,53063010503.0
53063010601,53063010601.0
53063010603,53063010602.0
53063010604,53063010602.0
53063010701,53063010700.0
53063010702,53063010700.0
53063010800,53063010800.0
53063010901,53063010900.0
53063010902,53063010900.0
53063011000,53063011000.0
53063011102,53063011102.0
53063011103,53063011101.0
53063011104,53063011101.0
53063011202,53063011202.0
53063011203,53063011201.0
53063011204,53063011201.0
53063011301,53063011300.0
53063011302,53063011300.0
53063011400,53063011400.0
53063011500,53063011500.0
53063011600,53063011600.0
53063011701,53063011701.0
53063011702,53063011702.0
53063011800,53063011800.0
53063011900,53063011900.0
53063012000,53063012000.0
53063012100,53063012100.0
53063012200,53063012200.0
53063012300,53063012300.0
53063012401,53063012401.0
53063012402,53063012402.0
53063012500,53063012500.0
53063012600,53063012600.0
53063012701,53063012701.0
53063012702,53063012702.0
53063012801,53063012801.0
53063012802,53063012802.0
53063012901,53063012901.0
53063012902,53063012902.0
53063013001,53063013000.0
53063013002,53063013000.0
53063013003,53063013000.0
53063013101,53063013100.0
53063013102,53063013100.0
53063013201,53063013201.0
53063013203,53063013202.0
53063013204,53063013202.0
53063013205,53063013202.0
53063013300,53063013300.0
53063013401,53063013401.0
53063013501,53063013500.0
53063013502,53063013500.0
53063013503,53063013500.0
53063013600,53063013600.0
53063013700,53063013700.0
53063013800,53063013800.0
53063013900,53063013900.0
53063014001,53063014001.0
53063014002,53063014002.0
53063014100,53063014100.0
53063014200,53063014200.0
53063014300,53063014300.0
53063014400,53063014400.0
53063014500,53063014500.0
53065941000,53065941000.0
53065950101,53065950100.0
53065950102,53065950100.0
53065950200,53065950200.0
53065950300,53065950300.0
53065950500,53065950500.0
53065950600,53065950600.0
53065950700,53065950700.0
53065950800,53065950800.0
53065950900,53065950900.0
53065951100,53065951100.0
53065951301,53065951300.0
53065951302,53065951300.0
53065951401,53065951400.0
53065951402,53065951400.0
53067010100,53067010100.0
53067010200,53067010200.0
53067010300,53067010300.0
53067010400,53067010400.0
53067010510,53067010510.0
53067010520,53067010520.0
53067010600,53067010600.0
53067010700,53067010700.0
53067010801,53067010800.0
53067010802,53067010800.0
53067010910,53067010910.0
53067010920,53067010920.0
53067011000,53067011000.0
53067011100,53067011100.0
53067011200,53067011200.0
53067011300,53067011300.0
53067011410,53067011410.0
53067011421,53067011420.0
53067011422,53067011420.0
53067011500,53067011500.0
53067011622,53067011622.0
53067011623,53067011623.0
53067011624,53067011624.0
53067011625,53067011621.0
53067011626,53067011621.0
53067011627,53067011610.0
53067011628,53067011610.0
53067011720,53067011720.0
53067011721,53067011710.0
53067011722,53067011710.0
53067011810,53067011810.0
53067011821,53067011821.0
53067011822,53067011822.0
53067011901,53067011900.0
53067011902,53067011900.0
53067012001,53067012000.0
53067012002,53067012000.0
53067012100,53067012100.0
53067012211,53067012211.0
53067012221,53067012221.0
53067012223,53067012212.0
53067012224,53067012212.0
53067012225,53067012222.0
53067012226,53067012222.0
53067012320,53067012320.0
53067012330,53067012330.0
53067012331,53067012310.0
53067012332,53067012310.0
53067012412,53067012412.0
53067012420,53067012420.0
53067012421,53067012411.0
53067012422,53067012411.0
53067012510,53067012510.0
53067012530,53067012530.0
53067012531,53067012520.0
53067012532,53067012520.0
53067012610,53067012610.0
53067012620,53067012620.0
53067012710,53067012710.0
53067012720,53067012720.0
53067012730,53067012730.0
53067990100,53067990100.0
53069950100,53069950100.0
53071920000,53071920000.0
53071920100,53071920100.0
53071920200,53071920200.0
53071920301,53071920300.0
53071920302,53071920300.0
53071920400,53071920400.0
53071920500,53071920500.0
53071920600,53071920600.0
53071920701,53071920701.0
53071920702,53071920702.0
53071920801,53071920801.0
53071920802,53071920802.0
53071920901,53071920900.0
53071920902,53071920900.0
53073000101,53073000100.0
53073000102,53073000100.0
53073000201,53073000200.0
53073000202,53073000200.0
53073000203,53073000200.0
53073000301,53073000300.0
53073000302,53073000300.0
53073000401,53073000400.0
53073000402,53073000400.0
53073000501,53073000501.0
53073000502,53073000502.0
53073000600,53073000600.0
53073000700,53073000700.0
53073000803,53073000803.0
53073000804,53073000804.0
53073000805,53073000805.0
53073000807,53073000806.0
53073000808,53073000806.0
53073000809,53073000806.0
53073000902,53073000902.0
53073000903,53073000901.0
53073000904,53073000901.0
53073001000,53073001000.0
53073001101,53073001100.0
53073001102,53073001100.0
53073001202,53073001202.0
53073001203,53073001201.0
53073001204,53073001201.0
53073010101,53073010100.0
53073010102,53073010100.0
53073010103,53073010100.0
53073010201,53073010200.0
53073010202,53073010200.0
53073010301,53073010301.0
53073010302,53073010302.0
53073010303,53073010303.0
53073010405,53073010403.0
53073010406,53073010403.0
53073010407,53073010404.0
53073010408,53073010401.0
53073010409,53073010401.0
53073010410,53073010401.0
53073010411,53073010404.0
53073010503,53073010501.0
53073010504,53073010501.0
53073010505,53073010502.0
53073010506,53073010502.0
53073010600,53073010600.0
53073010701,53073010701.0
53073010702,53073010702.0
53073010900,53073010900.0
53073011000,53073011000.0
53073940001,53073940000.0
53073940002,53073940000.0
53075000100,53075000100.0
53075000201,53075000200.0
53075000202,53075000200.0
53075000300,53075000300.0
53075000400,53075000400.0
53075000500,53075000500.0
53075000601,53075000600.0
53075000602,53075000600.0
53075000700,53075000700.0
53075000800,53075000800.0
53075000900,53075000900.0
53075001000,53075001000.0
53077000100,53077000100.0
53077000200,53077000200.0
53077000301,53077000300.0
53077000302,53077000300.0
53077000401,53077000400.0
53077000402,53077000400.0
53077000500,53077000500.0
53077000600,53077000600.0
53077000700,53077000700.0
53077000800,53077000800.0
53077000902,53077000902.0
53077000903,53077000901.0
53077000904,53077000901.0
53077001000,53077001000.0
53077001100,53077001100.0
53077001201,53077001201.0
53077001202,53077001202.0
53077001300,53077001300.0
53077001400,53077001400.0
53077001502,53077001502.0
53077001503,53077001501.0
53077001504,53077001501.0
53077001601,53077001601.0
53077001602,53077001602.0
53077001701,53077001701.0
53077001702,53077001702.0
53077001801,53077001800.0
53077001802,53077001800.0
53077001901,53077001901.0
53077001902,53077001902.0
53077002003,53077002001.0
53077002004,53077002001.0
53077002005,53077002002.0
53077002006,53077002002.0
53077002101,53077002101.0
53077002103,53077002102.0
53077002104,53077002102.0
53077002201,53077002200.0
53077002202,53077002200.0
53077002701,53077002701.0
53077002801,53077002801.0
53077002803,53077002802.0
53077002804,53077002802.0
53077002900,53077002900.0
53077003002,53077003002.0
53077003003,53077003001.0
53077003004,53077003001.0
53077003100,53077003100.0
53077003200,53077003200.0
53077003400,53077003400.0
53077940001,53077940001.0
53077940002,53077940002.0
53077940003,53077940003.0
53077940005,53077940005.0
53077940006,53077940006.0
53077940007,53077940004.0
53077940008,53077940004.0
