census_tract,zip_code
53075000500,99163.0
53075000600,99163.0
53075000700,99161.0
53075000800,99111.0
53075000900,99171.0
53075001000,99113.0
53077000100,98907.0
53077000200,98901.0
53077000300,98902.0
53077000400,98908.0
53077000500,98902.0
53077000600,98902.0
53077000700,98902.0
53077000800,98902.0
53077000901,98908.0
53077000902,98908.0
53077001000,98902.0
53077001100,98902.0
53077001201,98902.0
53077001202,98902.0
53077001300,98903.0
53077001400,98903.0
53077001501,98901.0
53077001502,98901.0
53077001601,98901.0
53077001602,98901.0
53077001701,98901.0
53077001702,98936.0
53077001800,98930.0
53077001901,98930.0
53077001902,98930.0
53077002001,98944.0
53077002002,98944.0
53077002101,98944.0
53077002102,98932.0
53077002200,98953.0
53077002701,98935.0
53077002801,98908.0
53077002802,98903.0
53077002900,98947.0
53077003001,98942.0
53077003002,98937.0
53077003100,98942.0
53077003200,98942.0
53077003400,98942.0
53077940001,98951.0
53077940002,98948.0
53077940003,98903.0
53077940004,98951.0
53077940005,98948.0
53077940006,98948.0
