census_tract,zip_code
53065951300,99148.0
53065951400,99026.0
53067010100,98501.0
53067010200,98506.0
53067010300,98501.0
53067010400,98501.0
53067010510,98502.0
53067010520,98502.0
53067010600,98502.0
53067010700,98501.0
53067010800,98501.0
53067010910,98512.0
53067010920,98512.0
53067011000,98512.0
53067011100,98502.0
53067011200,98503.0
53067011300,98503.0
53067011410,98503.0
53067011420,98503.0
53067011500,98503.0
53067011610,98503.0
53067011621,98503.0
53067011622,98513.0
53067011623,98513.0
53067011624,98513.0
53067011710,98501.0
53067011720,98501.0
53067011810,98512.0
53067011821,98512.0
53067011822,98512.0
53067011900,98502.0
53067012000,98502.0
53067012100,98506.0
53067012211,98506.0
53067012212,98506.0
53067012221,98516.0
53067012222,98516.0
53067012310,98513.0
53067012320,98513.0
53067012330,98516.0
53067012411,98597.0
53067012412,98597.0
53067012420,98513.0
53067012510,98597.0
53067012520,98597.0
53067012530,98576.0
53067012610,98589.0
53067012620,98589.0
53067012710,98579.0
53067012720,98579.0
53067012730,98579.0
53069950100,98612.0
53071920000,99323.0
53071920100,99362.0
53071920200,99362.0
53071920300,99324.0
53071920400,99362.0
53071920500,99362.0
53071920600,99362.0
53071920701,99362.0
53071920702,99362.0
53071920801,99362.0
53071920802,99362.0
53071920900,99362.0
53073000100,98226.0
53073000200,98226.0
53073000300,98225.0
53073000400,98225.0
53073000501,98225.0
53073000502,98225.0
53073000600,98227.0
53073000700,98226.0
53073000803,98228.0
53073000804,98226.0
53073000805,98229.0
53073000806,98229.0
53073000901,98229.0
53073000902,98229.0
53073001000,98225.0
53073001100,98225.0
53073001201,98225.0
53073001202,98229.0
53073010100,98266.0
53073010200,98295.0
53073010301,98264.0
53073010302,98264.0
53073010303,98264.0
53073010401,98230.0
53073010403,98230.0
53073010404,98230.0
53073010501,98248.0
53073010502,98248.0
53073010600,98248.0
53073010701,98264.0
53073010702,98247.0
53073010900,98262.0
53073011000,98281.0
53073940000,98226.0
53075000100,99163.0
53075000200,99163.0
53075000300,99163.0
53075000400,99163.0
