time,zip,county,gas_price,n_ev,n_bev,n_phev,m_ev,m_bev,m_phev,n_evse
2018-06-30,99008,Lincoln,3.42,4.0,2.0,2.0,65,30,38,0
2018-06-30,99009,Spokane,3.42,3.0,2.0,1.0,65,30,38,0
2018-06-30,99011,Spokane,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99012,Spokane,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99013,Stevens,3.42,2.0,1.0,1.0,65,30,38,0
2018-06-30,99016,Spokane,3.42,19.0,11.0,8.0,65,30,38,0
2018-06-30,99017,Whitman,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99018,Spokane,3.42,,,,65,30,38,0
2018-06-30,99019,Spokane,3.42,33.0,17.0,16.0,65,30,38,2
2018-06-30,99020,Spokane,3.42,,,,65,30,38,0
2018-06-30,99021,Spokane,3.42,19.0,6.0,13.0,65,30,38,0
2018-06-30,99022,Spokane,3.42,11.0,4.0,7.0,65,30,38,0
2018-06-30,99023,Spokane,3.42,3.0,,3.0,65,30,38,0
2018-06-30,99025,Spokane,3.42,6.0,2.0,4.0,65,30,38,0
2018-06-30,99026,Stevens,3.42,22.0,16.0,6.0,65,30,38,0
2018-06-30,99027,Spokane,3.42,7.0,6.0,1.0,65,30,38,0
2018-06-30,99029,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99030,Spokane,3.42,,,,65,30,38,0
2018-06-30,99031,Spokane,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99032,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99033,Whitman,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99034,Stevens,3.42,,,,65,30,38,0
2018-06-30,99036,Spokane,3.42,,,,65,30,38,0
2018-06-30,99037,Spokane,3.42,17.0,9.0,8.0,65,30,38,0
2018-06-30,99039,Spokane,3.42,,,,65,30,38,0
2018-06-30,99040,Stevens,3.42,,,,65,30,38,0
2018-06-30,99101,Stevens,3.42,2.0,1.0,1.0,65,30,38,0
2018-06-30,99102,Whitman,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99103,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99105,Adams,3.42,,,,65,30,38,0
2018-06-30,99109,Stevens,3.42,2.0,1.0,1.0,65,30,38,0
2018-06-30,99110,Stevens,3.42,,,,65,30,38,0
2018-06-30,99111,Whitman,3.42,5.0,4.0,1.0,65,30,38,0
2018-06-30,99113,Whitman,3.42,2.0,,2.0,65,30,38,0
2018-06-30,99114,Stevens,3.42,13.0,5.0,8.0,65,30,38,0
2018-06-30,99115,Grant,3.42,3.0,3.0,,65,30,38,1
2018-06-30,99116,Douglas,3.42,,,,65,30,38,0
2018-06-30,99117,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99118,Ferry,3.42,2.0,,2.0,65,30,38,0
2018-06-30,99119,Pend Oreille,3.42,,,,65,30,38,0
2018-06-30,99121,Ferry,3.42,,,,65,30,38,0
2018-06-30,99122,Lincoln,3.42,3.0,,3.0,65,30,38,1
2018-06-30,99123,Grant,3.42,,,,65,30,38,0
2018-06-30,99124,Okanogan,3.42,,,,65,30,38,0
2018-06-30,99125,Whitman,3.42,2.0,1.0,1.0,65,30,38,0
2018-06-30,99126,Stevens,3.42,3.0,,3.0,65,30,38,0
2018-06-30,99128,Whitman,3.42,,,,65,30,38,0
2018-06-30,99129,Stevens,3.42,,,,65,30,38,0
2018-06-30,99130,Whitman,3.42,,,,65,30,38,0
2018-06-30,99131,Stevens,3.42,,,,65,30,38,0
2018-06-30,99133,Grant,3.42,3.0,1.0,2.0,65,30,38,0
2018-06-30,99134,Lincoln,3.42,2.0,2.0,,65,30,38,0
2018-06-30,99135,Grant,3.42,,,,65,30,38,0
2018-06-30,99136,Whitman,3.42,,,,65,30,38,0
2018-06-30,99137,Stevens,3.42,,,,65,30,38,0
2018-06-30,99138,Ferry,3.42,,,,65,30,38,0
2018-06-30,99139,Pend Oreille,3.42,,,,65,30,38,0
2018-06-30,99140,Ferry,3.42,,,,65,30,38,0
2018-06-30,99141,Stevens,3.42,5.0,1.0,4.0,65,30,38,0
2018-06-30,99143,Whitman,3.42,,,,65,30,38,0
2018-06-30,99144,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99146,Ferry,3.42,,,,65,30,38,0
2018-06-30,99147,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99148,Stevens,3.42,3.0,,3.0,65,30,38,0
2018-06-30,99149,Whitman,3.42,,,,65,30,38,0
2018-06-30,99150,Ferry,3.42,,,,65,30,38,0
2018-06-30,99151,Stevens,3.42,,,,65,30,38,0
2018-06-30,99152,Pend Oreille,3.42,,,,65,30,38,0
2018-06-30,99153,Pend Oreille,3.42,,,,65,30,38,0
2018-06-30,99154,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99155,Okanogan,3.42,,,,65,30,38,0
2018-06-30,99156,Pend Oreille,3.42,8.0,3.0,5.0,65,30,38,0
2018-06-30,99157,Stevens,3.42,,,,65,30,38,0
2018-06-30,99158,Whitman,3.42,,,,65,30,38,0
2018-06-30,99159,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99160,Ferry,3.42,,,,65,30,38,0
2018-06-30,99161,Whitman,3.42,5.0,3.0,2.0,65,30,38,0
2018-06-30,99163,Whitman,3.42,33.0,12.0,21.0,65,30,38,3
2018-06-30,99164,Whitman,3.42,,,,65,30,38,2
2018-06-30,99166,Ferry,3.42,3.0,3.0,,65,30,38,0
2018-06-30,99167,Stevens,3.42,,,,65,30,38,0
2018-06-30,99169,Adams,3.42,5.0,3.0,2.0,65,30,38,1
2018-06-30,99170,Whitman,3.42,,,,65,30,38,1
2018-06-30,99171,Whitman,3.42,,,,65,30,38,0
2018-06-30,99173,Stevens,3.42,1.0,1.0,,65,30,38,0
2018-06-30,99174,Whitman,3.42,,,,65,30,38,0
2018-06-30,99176,Whitman,3.42,,,,65,30,38,0
2018-06-30,99179,Whitman,3.42,,,,65,30,38,0
2018-06-30,99180,Pend Oreille,3.42,1.0,1.0,,65,30,38,0
2018-06-30,99181,Stevens,3.42,,,,65,30,38,0
2018-06-30,99185,Lincoln,3.42,,,,65,30,38,0
2018-06-30,99201,Spokane,3.42,20.0,13.0,7.0,65,30,38,11
2018-06-30,99202,Spokane,3.42,18.0,11.0,7.0,65,30,38,1
2018-06-30,99203,Spokane,3.42,61.0,41.0,20.0,65,30,38,0
2018-06-30,99204,Spokane,3.42,17.0,10.0,7.0,65,30,38,1
2018-06-30,99205,Spokane,3.42,40.0,18.0,22.0,65,30,38,1
2018-06-30,99206,Spokane,3.42,40.0,24.0,16.0,65,30,38,0
2018-06-30,99207,Spokane,3.42,26.0,14.0,12.0,65,30,38,0
2018-06-30,99208,Spokane,3.42,70.0,32.0,38.0,65,30,38,1
2018-06-30,99212,Spokane,3.42,36.0,14.0,22.0,65,30,38,1
2018-06-30,99216,Spokane,3.42,23.0,14.0,9.0,65,30,38,2
2018-06-30,99217,Spokane,3.42,22.0,10.0,12.0,65,30,38,1
2018-06-30,99218,Spokane,3.42,11.0,4.0,7.0,65,30,38,1
2018-06-30,99223,Spokane,3.42,72.0,46.0,26.0,65,30,38,0
2018-06-30,99224,Spokane,3.42,40.0,23.0,17.0,65,30,38,5
2018-06-30,99301,Franklin,3.42,100.0,46.0,54.0,65,30,38,3
2018-06-30,99320,Benton,3.42,20.0,10.0,10.0,65,30,38,1
2018-06-30,99321,Grant,3.42,,,,65,30,38,0
2018-06-30,99322,Klickitat,3.42,,,,65,30,38,0
2018-06-30,99323,Walla Walla,3.42,2.0,,2.0,65,30,38,0
2018-06-30,99324,Walla Walla,3.42,12.0,4.0,8.0,65,30,38,0
2018-06-30,99326,Franklin,3.42,4.0,1.0,3.0,65,30,38,0
2018-06-30,99328,Columbia,3.42,5.0,2.0,3.0,65,30,38,0
2018-06-30,99329,Walla Walla,3.42,,,,65,30,38,0
2018-06-30,99330,Franklin,3.42,,,,65,30,38,0
2018-06-30,99333,Whitman,3.42,,,,65,30,38,0
2018-06-30,99335,Franklin,3.42,,,,65,30,38,0
2018-06-30,99336,Benton,3.42,62.0,27.0,35.0,65,30,38,2
2018-06-30,99337,Benton,3.42,65.0,34.0,31.0,65,30,38,1
2018-06-30,99338,Benton,3.42,53.0,25.0,28.0,65,30,38,2
2018-06-30,99341,Adams,3.42,,,,65,30,38,0
2018-06-30,99343,Franklin,3.42,2.0,,2.0,65,30,38,0
2018-06-30,99344,Adams,3.42,8.0,5.0,3.0,65,30,38,0
2018-06-30,99345,Benton,3.42,,,,65,30,38,0
2018-06-30,99346,Benton,3.42,,,,65,30,38,0
2018-06-30,99347,Garfield,3.42,1.0,1.0,,65,30,38,0
2018-06-30,99348,Walla Walla,3.42,,,,65,30,38,0
2018-06-30,99349,Grant,3.42,5.0,1.0,4.0,65,30,38,0
2018-06-30,99350,Benton,3.42,3.0,1.0,2.0,65,30,38,0
2018-06-30,99352,Benton,3.42,104.0,62.0,42.0,65,30,38,3
2018-06-30,99353,Benton,3.42,34.0,21.0,13.0,65,30,38,0
2018-06-30,99354,Benton,3.42,69.0,25.0,44.0,65,30,38,1
2018-06-30,99356,Klickitat,3.42,,,,65,30,38,0
2018-06-30,99357,Grant,3.42,2.0,1.0,1.0,65,30,38,0
2018-06-30,99359,Columbia,3.42,,,,65,30,38,0
2018-06-30,99360,Walla Walla,3.42,1.0,,1.0,65,30,38,0
2018-06-30,99361,Walla Walla,3.42,3.0,2.0,1.0,65,30,38,0
2018-06-30,99362,Walla Walla,3.42,63.0,29.0,34.0,65,30,38,7
2018-06-30,99363,Walla Walla,3.42,,,,65,30,38,0
2018-06-30,99371,Adams,3.42,,,,65,30,38,0
2018-06-30,99401,Asotin,3.42,1.0,1.0,,65,30,38,0
2018-06-30,99402,Asotin,3.42,3.0,2.0,1.0,65,30,38,0
2018-06-30,99403,Asotin,3.42,14.0,7.0,7.0,65,30,38,1
2018-07-31,98001,King,3.381,136.0,63.0,73.0,65,30,38,1
2018-07-31,98002,King,3.381,59.0,33.0,26.0,65,30,38,2
2018-07-31,98003,King,3.381,103.0,44.0,59.0,65,30,38,1
2018-07-31,98004,King,3.381,674.0,520.0,154.0,65,30,38,27
2018-07-31,98005,King,3.381,327.0,238.0,89.0,65,30,38,4
2018-07-31,98006,King,3.381,611.0,475.0,136.0,65,30,38,2
2018-07-31,98007,King,3.381,264.0,211.0,53.0,65,30,38,3
2018-07-31,98008,King,3.381,423.0,323.0,100.0,65,30,38,1
2018-07-31,98010,King,3.381,36.0,19.0,17.0,65,30,38,0
2018-07-31,98011,King,3.381,291.0,194.0,97.0,65,30,38,6
2018-07-31,98012,Snohomish,3.381,598.0,430.0,168.0,65,30,38,0
2018-07-31,98014,King,3.381,100.0,66.0,34.0,65,30,38,0
2018-07-31,98019,King,3.381,141.0,92.0,49.0,65,30,38,0
2018-07-31,98020,Snohomish,3.381,210.0,146.0,64.0,65,30,38,0
2018-07-31,98021,Snohomish,3.381,302.0,220.0,82.0,65,30,38,1
2018-07-31,98022,King,3.381,61.0,19.0,42.0,65,30,38,0
2018-07-31,98023,King,3.381,169.0,92.0,77.0,65,30,38,0
2018-07-31,98024,King,3.381,195.0,136.0,59.0,65,30,38,0
2018-07-31,98026,Snohomish,3.381,245.0,166.0,79.0,65,30,38,3
2018-07-31,98027,King,3.381,400.0,263.0,137.0,65,30,38,5
2018-07-31,98028,King,3.381,269.0,190.0,79.0,65,30,38,0
2018-07-31,98029,King,3.381,412.0,316.0,96.0,65,30,38,1
2018-07-31,98030,King,3.381,6.0,5.0,1.0,65,30,38,0
2018-07-31,98031,King,3.381,186.0,102.0,84.0,65,30,38,0
2018-07-31,98032,King,3.381,119.0,63.0,56.0,65,30,38,1
2018-07-31,98033,King,3.381,722.0,567.0,155.0,65,30,38,0
2018-07-31,98034,King,3.381,508.0,388.0,120.0,65,30,38,9
2018-07-31,98036,Snohomish,3.381,229.0,152.0,77.0,65,30,38,0
2018-07-31,98037,Snohomish,3.381,123.0,73.0,50.0,65,30,38,3
2018-07-31,98038,King,3.381,214.0,124.0,90.0,65,30,38,1
2018-07-31,98039,King,3.381,99.0,80.0,19.0,65,30,38,0
2018-07-31,98040,King,3.381,641.0,481.0,160.0,65,30,38,3
2018-07-31,98042,King,3.381,246.0,145.0,101.0,65,30,38,2
2018-07-31,98043,Snohomish,3.381,91.0,57.0,34.0,65,30,38,0
2018-07-31,98045,King,3.381,127.0,81.0,46.0,65,30,38,1
2018-07-31,98047,King,3.381,15.0,10.0,5.0,65,30,38,0
2018-07-31,98050,King,3.381,,,,65,30,38,0
2018-07-31,98051,King,3.381,31.0,20.0,11.0,65,30,38,0
2018-07-31,98052,King,3.381,1127.0,876.0,251.0,65,30,38,6
2018-07-31,98053,King,3.381,553.0,444.0,109.0,65,30,38,1
2018-07-31,98055,King,3.381,170.0,81.0,89.0,65,30,38,3
2018-07-31,98056,King,3.381,244.0,164.0,80.0,65,30,38,3
2018-07-31,98057,King,3.381,8.0,2.0,6.0,65,30,38,11
2018-07-31,98058,King,3.381,233.0,135.0,98.0,65,30,38,2
2018-07-31,98059,King,3.381,364.0,243.0,121.0,65,30,38,1
2018-07-31,98065,King,3.381,83.0,51.0,32.0,65,30,38,1
2018-07-31,98068,Kittitas,3.381,4.0,4.0,,65,30,38,1
2018-07-31,98070,King,3.381,177.0,125.0,52.0,65,30,38,0
2018-07-31,98072,King,3.381,655.0,498.0,157.0,65,30,38,2
2018-07-31,98074,King,3.381,556.0,436.0,120.0,65,30,38,2
2018-07-31,98075,King,3.381,485.0,402.0,83.0,65,30,38,1
2018-07-31,98077,King,3.381,20.0,16.0,4.0,65,30,38,0
2018-07-31,98087,Snohomish,3.381,139.0,86.0,53.0,65,30,38,1
2018-07-31,98092,King,3.381,170.0,82.0,88.0,65,30,38,2
2018-07-31,98101,King,3.381,96.0,67.0,29.0,65,30,38,16
2018-07-31,98102,King,3.381,182.0,123.0,59.0,65,30,38,0
2018-07-31,98103,King,3.381,539.0,386.0,153.0,65,30,38,2
2018-07-31,98104,King,3.381,158.0,107.0,51.0,65,30,38,10
2018-07-31,98105,King,3.381,317.0,232.0,85.0,65,30,38,6
2018-07-31,98106,King,3.381,159.0,105.0,54.0,65,30,38,3
2018-07-31,98107,King,3.381,246.0,178.0,68.0,65,30,38,2
2018-07-31,98108,King,3.381,118.0,78.0,40.0,65,30,38,2
2018-07-31,98109,King,3.381,250.0,174.0,76.0,65,30,38,11
2018-07-31,98110,Kitsap,3.381,454.0,310.0,144.0,65,30,38,3
2018-07-31,98112,King,3.381,458.0,303.0,155.0,65,30,38,1
2018-07-31,98115,King,3.381,627.0,427.0,200.0,65,30,38,0
2018-07-31,98116,King,3.381,254.0,165.0,89.0,65,30,38,0
2018-07-31,98117,King,3.381,422.0,298.0,124.0,65,30,38,0
2018-07-31,98118,King,3.381,276.0,184.0,92.0,65,30,38,0
2018-07-31,98119,King,3.381,219.0,140.0,79.0,65,30,38,0
2018-07-31,98121,King,3.381,199.0,89.0,110.0,65,30,38,4
2018-07-31,98122,King,3.381,321.0,188.0,133.0,65,30,38,1
2018-07-31,98125,King,3.381,344.0,237.0,107.0,65,30,38,3
2018-07-31,98126,King,3.381,198.0,124.0,74.0,65,30,38,0
2018-07-31,98133,King,3.381,301.0,202.0,99.0,65,30,38,1
2018-07-31,98134,King,3.381,28.0,17.0,11.0,65,30,38,9
2018-07-31,98136,King,3.381,158.0,89.0,69.0,65,30,38,0
2018-07-31,98144,King,3.381,267.0,174.0,93.0,65,30,38,3
2018-07-31,98146,King,3.381,140.0,84.0,56.0,65,30,38,1
2018-07-31,98148,King,3.381,25.0,13.0,12.0,65,30,38,2
2018-07-31,98154,King,3.381,,,,65,30,38,1
2018-07-31,98155,King,3.381,308.0,221.0,87.0,65,30,38,0
2018-07-31,98158,King,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98164,King,3.381,,,,65,30,38,0
2018-07-31,98166,King,3.381,148.0,100.0,48.0,65,30,38,2
2018-07-31,98168,King,3.381,103.0,56.0,47.0,65,30,38,0
2018-07-31,98174,King,3.381,,,,65,30,38,0
2018-07-31,98177,King,3.381,288.0,205.0,83.0,65,30,38,0
2018-07-31,98178,King,3.381,110.0,76.0,34.0,65,30,38,0
2018-07-31,98188,King,3.381,64.0,38.0,26.0,65,30,38,6
2018-07-31,98195,King,3.381,,,,65,30,38,0
2018-07-31,98198,King,3.381,77.0,38.0,39.0,65,30,38,4
2018-07-31,98199,King,3.381,283.0,181.0,102.0,65,30,38,0
2018-07-31,98201,Snohomish,3.381,81.0,49.0,32.0,65,30,38,0
2018-07-31,98203,Snohomish,3.381,136.0,86.0,50.0,65,30,38,1
2018-07-31,98204,Snohomish,3.381,69.0,42.0,27.0,65,30,38,4
2018-07-31,98205,Snohomish,3.381,,,,65,30,38,0
2018-07-31,98207,Snohomish,3.381,,,,65,30,38,0
2018-07-31,98208,Snohomish,3.381,215.0,129.0,86.0,65,30,38,0
2018-07-31,98220,Whatcom,3.381,2.0,1.0,1.0,65,30,38,0
2018-07-31,98221,Skagit,3.381,145.0,79.0,66.0,65,30,38,2
2018-07-31,98222,San Juan,3.381,,,,65,30,38,0
2018-07-31,98223,Snohomish,3.381,116.0,73.0,43.0,65,30,38,3
2018-07-31,98224,King,3.381,,,,65,30,38,0
2018-07-31,98225,Whatcom,3.381,233.0,164.0,69.0,65,30,38,3
2018-07-31,98226,Whatcom,3.381,234.0,146.0,88.0,65,30,38,4
2018-07-31,98229,Whatcom,3.381,219.0,149.0,70.0,65,30,38,1
2018-07-31,98230,Whatcom,3.381,83.0,53.0,30.0,65,30,38,2
2018-07-31,98232,Skagit,3.381,22.0,12.0,10.0,65,30,38,0
2018-07-31,98233,Skagit,3.381,40.0,20.0,20.0,65,30,38,2
2018-07-31,98235,Skagit,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98236,Island,3.381,49.0,25.0,24.0,65,30,38,0
2018-07-31,98237,Skagit,3.381,1.0,,1.0,65,30,38,1
2018-07-31,98238,Skagit,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98239,Island,3.381,53.0,25.0,28.0,65,30,38,0
2018-07-31,98240,Whatcom,3.381,8.0,7.0,1.0,65,30,38,1
2018-07-31,98241,Snohomish,3.381,,,,65,30,38,0
2018-07-31,98243,San Juan,3.381,,,,65,30,38,0
2018-07-31,98244,Whatcom,3.381,10.0,10.0,,65,30,38,0
2018-07-31,98245,San Juan,3.381,52.0,34.0,18.0,65,30,38,2
2018-07-31,98247,Whatcom,3.381,21.0,15.0,6.0,65,30,38,0
2018-07-31,98248,Whatcom,3.381,90.0,61.0,29.0,65,30,38,0
2018-07-31,98249,Island,3.381,44.0,26.0,18.0,65,30,38,1
2018-07-31,98250,San Juan,3.381,111.0,79.0,32.0,65,30,38,5
2018-07-31,98251,Snohomish,3.381,19.0,6.0,13.0,65,30,38,0
2018-07-31,98252,Snohomish,3.381,23.0,10.0,13.0,65,30,38,0
2018-07-31,98253,Island,3.381,21.0,9.0,12.0,65,30,38,0
2018-07-31,98255,Skagit,3.381,,,,65,30,38,0
2018-07-31,98256,Snohomish,3.381,,,,65,30,38,0
2018-07-31,98257,Skagit,3.381,22.0,7.0,15.0,65,30,38,1
2018-07-31,98258,Snohomish,3.381,216.0,133.0,83.0,65,30,38,0
2018-07-31,98260,Island,3.381,60.0,39.0,21.0,65,30,38,2
2018-07-31,98261,San Juan,3.381,38.0,25.0,13.0,65,30,38,2
2018-07-31,98262,Whatcom,3.381,11.0,8.0,3.0,65,30,38,0
2018-07-31,98263,Skagit,3.381,,,,65,30,38,0
2018-07-31,98264,Whatcom,3.381,37.0,20.0,17.0,65,30,38,0
2018-07-31,98266,Whatcom,3.381,7.0,4.0,3.0,65,30,38,0
2018-07-31,98267,Skagit,3.381,,,,65,30,38,0
2018-07-31,98270,Snohomish,3.381,123.0,65.0,58.0,65,30,38,0
2018-07-31,98271,Snohomish,3.381,80.0,47.0,33.0,65,30,38,0
2018-07-31,98272,Snohomish,3.381,126.0,89.0,37.0,65,30,38,1
2018-07-31,98273,Skagit,3.381,91.0,52.0,39.0,65,30,38,3
2018-07-31,98274,Skagit,3.381,70.0,41.0,29.0,65,30,38,0
2018-07-31,98275,Snohomish,3.381,185.0,122.0,63.0,65,30,38,1
2018-07-31,98276,Whatcom,3.381,,,,65,30,38,0
2018-07-31,98277,Island,3.381,94.0,32.0,62.0,65,30,38,0
2018-07-31,98278,Island,3.381,,,,65,30,38,0
2018-07-31,98279,San Juan,3.381,8.0,8.0,,65,30,38,1
2018-07-31,98280,San Juan,3.381,,,,65,30,38,1
2018-07-31,98281,Whatcom,3.381,9.0,5.0,4.0,65,30,38,0
2018-07-31,98282,Island,3.381,91.0,52.0,39.0,65,30,38,0
2018-07-31,98283,Skagit,3.381,,,,65,30,38,1
2018-07-31,98284,Skagit,3.381,44.0,32.0,12.0,65,30,38,0
2018-07-31,98286,San Juan,3.381,,,,65,30,38,0
2018-07-31,98288,King,3.381,2.0,2.0,,65,30,38,1
2018-07-31,98290,Snohomish,3.381,184.0,106.0,78.0,65,30,38,0
2018-07-31,98292,Snohomish,3.381,83.0,50.0,33.0,65,30,38,0
2018-07-31,98294,Snohomish,3.381,20.0,13.0,7.0,65,30,38,1
2018-07-31,98295,Whatcom,3.381,2.0,1.0,1.0,65,30,38,0
2018-07-31,98296,Snohomish,3.381,201.0,129.0,72.0,65,30,38,0
2018-07-31,98297,San Juan,3.381,2.0,2.0,,65,30,38,0
2018-07-31,98303,Pierce,3.381,7.0,4.0,3.0,65,30,38,0
2018-07-31,98304,Pierce,3.381,2.0,2.0,,65,30,38,2
2018-07-31,98305,Clallam,3.381,2.0,2.0,,65,30,38,0
2018-07-31,98310,Kitsap,3.381,59.0,40.0,19.0,65,30,38,0
2018-07-31,98311,Kitsap,3.381,63.0,34.0,29.0,65,30,38,0
2018-07-31,98312,Kitsap,3.381,122.0,73.0,49.0,65,30,38,5
2018-07-31,98314,Kitsap,3.381,1.0,,1.0,65,30,38,2
2018-07-31,98315,Kitsap,3.381,5.0,3.0,2.0,65,30,38,0
2018-07-31,98320,Jefferson,3.381,7.0,3.0,4.0,65,30,38,0
2018-07-31,98321,Pierce,3.381,44.0,19.0,25.0,65,30,38,0
2018-07-31,98323,Pierce,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98325,Jefferson,3.381,10.0,8.0,2.0,65,30,38,1
2018-07-31,98326,Clallam,3.381,,,,65,30,38,0
2018-07-31,98327,Pierce,3.381,24.0,12.0,12.0,65,30,38,1
2018-07-31,98328,Pierce,3.381,28.0,14.0,14.0,65,30,38,0
2018-07-31,98329,Pierce,3.381,63.0,27.0,36.0,65,30,38,0
2018-07-31,98330,Pierce,3.381,,,,65,30,38,0
2018-07-31,98331,Clallam,3.381,3.0,1.0,2.0,65,30,38,1
2018-07-31,98332,Pierce,3.381,123.0,70.0,53.0,65,30,38,1
2018-07-31,98333,Pierce,3.381,46.0,21.0,25.0,65,30,38,0
2018-07-31,98335,Pierce,3.381,182.0,101.0,81.0,65,30,38,2
2018-07-31,98336,Lewis,3.381,,,,65,30,38,0
2018-07-31,98337,Kitsap,3.381,11.0,6.0,5.0,65,30,38,2
2018-07-31,98338,Pierce,3.381,100.0,49.0,51.0,65,30,38,0
2018-07-31,98339,Jefferson,3.381,9.0,7.0,2.0,65,30,38,0
2018-07-31,98340,Kitsap,3.381,23.0,14.0,9.0,65,30,38,0
2018-07-31,98342,Kitsap,3.381,15.0,14.0,1.0,65,30,38,0
2018-07-31,98345,Kitsap,3.381,3.0,2.0,1.0,65,30,38,0
2018-07-31,98346,Kitsap,3.381,80.0,56.0,24.0,65,30,38,1
2018-07-31,98349,Pierce,3.381,20.0,14.0,6.0,65,30,38,0
2018-07-31,98350,Clallam,3.381,,,,65,30,38,0
2018-07-31,98351,Pierce,3.381,4.0,2.0,2.0,65,30,38,0
2018-07-31,98353,Kitsap,3.381,,,,65,30,38,0
2018-07-31,98354,Pierce,3.381,14.0,10.0,4.0,65,30,38,0
2018-07-31,98355,Lewis,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98356,Lewis,3.381,3.0,3.0,,65,30,38,1
2018-07-31,98357,Clallam,3.381,1.0,,1.0,65,30,38,2
2018-07-31,98358,Jefferson,3.381,15.0,12.0,3.0,65,30,38,0
2018-07-31,98359,Kitsap,3.381,23.0,15.0,8.0,65,30,38,0
2018-07-31,98360,Pierce,3.381,37.0,21.0,16.0,65,30,38,0
2018-07-31,98361,Lewis,3.381,2.0,,2.0,65,30,38,0
2018-07-31,98362,Clallam,3.381,77.0,33.0,44.0,65,30,38,3
2018-07-31,98363,Clallam,3.381,18.0,10.0,8.0,65,30,38,1
2018-07-31,98364,Kitsap,3.381,,,,65,30,38,0
2018-07-31,98365,Jefferson,3.381,36.0,20.0,16.0,65,30,38,0
2018-07-31,98366,Kitsap,3.381,96.0,51.0,45.0,65,30,38,1
2018-07-31,98367,Kitsap,3.381,131.0,77.0,54.0,65,30,38,0
2018-07-31,98368,Jefferson,3.381,162.0,90.0,72.0,65,30,38,6
2018-07-31,98370,Kitsap,3.381,148.0,100.0,48.0,65,30,38,2
2018-07-31,98371,Pierce,3.381,73.0,40.0,33.0,65,30,38,3
2018-07-31,98372,Pierce,3.381,73.0,41.0,32.0,65,30,38,0
2018-07-31,98373,Pierce,3.381,70.0,34.0,36.0,65,30,38,0
2018-07-31,98374,Pierce,3.381,149.0,86.0,63.0,65,30,38,0
2018-07-31,98375,Pierce,3.381,66.0,28.0,38.0,65,30,38,0
2018-07-31,98376,Jefferson,3.381,14.0,14.0,,65,30,38,0
2018-07-31,98377,Lewis,3.381,1.0,,1.0,65,30,38,0
2018-07-31,98380,Kitsap,3.381,26.0,13.0,13.0,65,30,38,0
2018-07-31,98381,Clallam,3.381,1.0,1.0,,65,30,38,0
2018-07-31,98382,Clallam,3.381,149.0,86.0,63.0,65,30,38,5
2018-07-31,98383,Kitsap,3.381,68.0,35.0,33.0,65,30,38,1
2018-07-31,98385,Pierce,3.381,2.0,2.0,,65,30,38,0
2018-07-31,98387,Pierce,3.381,78.0,46.0,32.0,65,30,38,0
2018-07-31,98388,Pierce,3.381,46.0,26.0,20.0,65,30,38,0
2018-07-31,98390,Pierce,3.381,32.0,21.0,11.0,65,30,38,1
2018-07-31,98391,Pierce,3.381,193.0,97.0,96.0,65,30,38,0
2018-07-31,98392,Kitsap,3.381,22.0,16.0,6.0,65,30,38,0
2018-07-31,98394,Pierce,3.381,8.0,2.0,6.0,65,30,38,0
2018-07-31,98396,Pierce,3.381,2.0,,2.0,65,30,38,0
2018-07-31,98402,Pierce,3.381,22.0,13.0,9.0,65,30,38,8
2018-07-31,98403,Pierce,3.381,40.0,25.0,15.0,65,30,38,0
2018-07-31,98404,Pierce,3.381,60.0,28.0,32.0,65,30,38,0
2018-07-31,98405,Pierce,3.381,68.0,43.0,25.0,65,30,38,0
2018-07-31,98406,Pierce,3.381,93.0,56.0,37.0,65,30,38,1
2018-07-31,98407,Pierce,3.381,122.0,68.0,54.0,65,30,38,1
2018-07-31,98408,Pierce,3.381,38.0,23.0,15.0,65,30,38,1
2018-07-31,98409,Pierce,3.381,24.0,15.0,9.0,65,30,38,7
2018-07-31,98416,Pierce,3.381,,,,65,30,38,0
2018-07-31,98418,Pierce,3.381,21.0,11.0,10.0,65,30,38,0
2018-07-31,98421,Pierce,3.381,,,,65,30,38,2
2018-07-31,98422,Pierce,3.381,93.0,49.0,44.0,65,30,38,0
2018-07-31,98424,Pierce,3.381,27.0,13.0,14.0,65,30,38,2
2018-07-31,98430,Pierce,3.381,,,,65,30,38,0
2018-07-31,98433,Pierce,3.381,24.0,7.0,17.0,65,30,38,0
